Low Priority WRET
9707, 13986, 14528, 12470, 14419, 14482, 12411, 12825, 13051, 13051, 12659, 14798, 14799, 14889, 12659, 12335, 12074, 12111, 11942, 12731, 13136, 13136, 12812, 12029, 12686, 12697, 12741, 12062, 11949, 11710, 11787, 11757, 11800, 12027, 12047, 12494, 12398, 12551, 13244, 13264, 13263, 11915, 12198, 12545, 13449, 13430, 12449, 12407, 12393, 12405, 11978, 11952, 11939, 11856, 12885, 12886, 12892, 11930, 12714, 12760, 12768, 11884, 12464, 12364, 12411, 11810, 12136, 12160, 12156, 11889, 11931, 11937, 11980, 12162, 12176, 12152, 11879, 12029, 12083, 11999, 11928, 11871, 11889, 12709, 12746
17919, 15899, 16037, 14983, 16768, 17984, 16354, 18039, 18040, 17083, 15905, 14954, 13890, 16991, 13805, 13580, 14496, 13949, 14069, 14105, 14215, 14212, 13967, 14930, 13635, 15570, 16570, 13887, 14664, 14577, 13486, 14211, 14323, 13133, 15177, 13988, 20228, 14760, 15834, 14157, 21355, 12932, 13470, 13853, 13829, 15544, 11916, 12672, 13053, 12795, 12410, 12998, 12804, 12773, 13430, 12615, 12878, 12897, 11796, 12739, 12783, 13000, 12477, 12034, 12955, 12185, 12975, 11968, 12867, 15802, 15256, 15591, 14637, 14363, 13726, 13921, 14358, 14917, 14434, 14679, 14492, 14069, 14440, 21325, 15961, 14478, 14792, 15679, 15477, 15308, 14060, 14180, 14301, 13647, 13901, 14097, 13997, 13602, 14067, 13915, 14205, 13935, 13713, 13761, 13495, 14073, 14104, 14180, 13871, 13794, 13811, 13979, 14031, 13854, 13668, 13972, 13964, 13975, 13796, 13851, 13923, 14017, 14230, 14098, 14058, 14259, 13968, 13769, 13998, 13856, 14057, 14114, 14141, 13147
13765, 
