Low Priority WRET
5679, 20383, 16095, 13886, 15079, 14529, 16123, 16684, 12136, 12989, 12670, 20967, 7044, 16678, 16786, 16236, 16485, 15482, 15051, 11319, 12443, 6734, 17288, 14424, 16029, 12883, 13214, 14584, 12113, 12519, 16207, 6958, 14266, 7150, 13803, 8097, 12357, 7184, 8805, 8266, 8937, 12730, 7232, 10513, 7306, 8532, 11144, 13319, 11388, 7626, 11904, 7073, 13645, 6060, 11946, 14623, 4636
6283, 12541, 17811, 9589, 3946, 4717, 11002, 4638, 10205, 10205, 4633, 12530, 3960, 10502, 10502, 9855, 9855, 9855
9470, 15397, 7684, 15793, 7862, 15243, 8674, 11718, 8175, 10325, 8576, 9319, 18699, 8137, 14084, 6805, 13868, 5443, 13103, 6958, 15259, 11099, 6943, 12271, 16323, 5867, 17335, 3601
4345, 14209, 11374, 3521, 3845, 11770, 12910, 3286, 10297, 16956, 4514, 16378, 13249, 12881, 12253, 17985, 4427, 5245, 18959, 3919, 13126, 4276, 11737, 13458, 3610, 15037, 9491, 15063, 7285, 15720, 3825, 15520, 3973, 12821, 11792, 16888, 18639, 12944, 16325, 15860, 9665, 13619, 14160, 15385, 8188, 13337, 5964, 11868, 15476, 8760, 15602, 5901, 14953, 5467, 13289, 5182, 13171, 5447, 8649, 5080, 16321, 7894, 12936, 6482, 13185, 5923, 13817, 5931, 11857, 5188, 12179, 15047, 16804, 5427, 21285, 18880, 4378, 15806, 4208, 16494, 12116, 12312, 12312, 4056, 13452, 10494, 12543, 3381, 14852, 3470, 13335, 3507, 14305, 11718, 3404, 8344, 11976, 3323, 4733
4715, 20407, 8835, 6669, 9940, 6069, 7059, 8518, 7131, 8781, 15064, 9059, 8067, 10606, 13164, 6467, 8258, 8339, 7427, 10108, 7202, 8218, 12369, 12369, 4313, 12044, 3801, 14579, 5777, 14245, 14593, 14562, 4940
4031, 15703, 10804, 13687, 9721, 13825, 3493
