Low Priority WRET
7134, 9357, 11300, 11644, 10755, 9950, 8586, 8403, 8063, 7935, 7990, 8276, 8337, 7649, 7648, 7583, 7347, 8664, 9258, 9416, 9441, 9044, 9094, 8398, 8452, 7955, 7223, 9787, 10990, 12019, 11118, 10022, 8918, 9621, 9855, 6811, 9311, 9259, 12215, 13891, 11555, 9707, 10244, 9412, 9805, 8530, 9124, 10348, 10542, 8839, 9077, 9144, 9169, 10147, 10668, 9234, 10381, 11242, 11889, 10627, 10173, 10490
8708, 10089, 11419, 10735, 10958, 11490, 10161, 10725, 10562, 13033, 12837, 13786, 11189, 9009, 9882, 9863, 10008, 10389, 10822, 10906, 11929, 11356, 10941, 9981, 10236, 10424, 9764, 9471, 9709, 10139, 6934, 8662, 8744, 8035, 9256, 9788
