Low Priority WRET
14003, 14085, 7699, 12963, 13659, 13648, 8025, 13194, 12984, 12679, 14043, 13417, 8346, 12670, 13237, 13987, 13688, 14797, 13776, 11624, 12490, 12209
16518, 14662, 14094, 16463, 12028, 12307, 12485, 13178
14722, 13213, 12426, 12708
14053, 13136, 11092, 15191, 
