High Priority Response Time
20880, 25106, 26407, 26320, 25432, 25386, 24381, 26596, 24528, 24649
45777, 44064, 37426, 39595, 39628, 38190, 36965, 37766, 40156, 36176
29496, 31042, 26659, 25875, 27465, 25377, 25094, 25213, 29239, 23118
40563, 39343, 35216, 34935, 36444, 35320, 34547, 33302, 38112, 33376
43815, 41828, 36867, 38774, 38955, 37786, 36612, 35925, 39252, 35757
33384, 34940, 29107, 29781, 29543, 29232, 27457, 29120, 31544, 25992
17105, 17094, 15570, 18623, 15634, 18011, 18050, 16702, 18582, 17402
41772, 42276, 36063, 37614, 37835, 36088, 35789, 34905, 39326, 35013
27994, 29475, 22704, 24566, 23512, 24176, 21142, 23087, 25328, 19185
8424, 14273, 18179, 18011, 19227, 20739, 16670, 19540, 20252, 15795
14778, 20365, 21738, 22118, 21524, 20996, 20394, 22651, 21307, 19934
17246, 24278, 25531, 24168, 25315, 24754, 22232, 25240, 23795, 23822
