High Priority Execution Time
12835, 12102, 12017, 12153, 12230, 12522, 12085, 12494, 12251, 12145
14572, 15114, 10816, 10766, 11625, 12374, 12250, 12321, 15245, 12406
14059, 12865, 13054, 12939, 12443, 12452, 12342, 12397, 12414, 12520
13647, 13123, 12832, 12849, 12867, 13090, 13357, 12663, 12976, 12856
16591, 14326, 13935, 15000, 15440, 12801, 12738, 12911, 12770, 12721
13963, 11987, 12762, 12506, 12437, 12592, 12368, 12699, 12509, 12374
14169, 12416, 12122, 12761, 12357, 12127, 12618, 12527, 12895, 12532
13665, 15002, 14699, 15465, 15078, 12651, 12550, 12585, 12511, 12473
14540, 13575, 13002, 12534, 12499, 12924, 12680, 13200, 12887, 12164
8364, 12595, 12733, 13986, 13262, 14073, 12750, 12896, 12867, 13107
8177, 12700, 12900, 13189, 12500, 12804, 12686, 12968, 12950, 12857
8317, 12364, 12621, 12091, 12408, 12680, 12565, 12251, 12986, 12387
