Low Priority WRET
11014, 7166
8044, 7117, 8773, 9737, 10183, 9165, 8766, 8867, 9000, 9527, 9965, 9944, 9804, 9305, 8622, 8915, 9698, 9840, 10595, 9997, 10106, 9315, 9192, 8944, 9855, 9951, 9959, 9262, 9281, 9311, 9468, 9953, 9726, 9852, 10758, 10226, 11053, 10472, 10348, 9756, 9775, 9573, 10109, 10351, 9949, 9400, 10150, 9838, 9865, 10382, 10241, 10194, 9828, 9308, 8581, 8920, 9633, 10363, 9792, 9233, 8928, 9646, 9951, 9223, 8851, 8331, 8882, 9642, 9620, 9005, 8985, 9831, 10233, 10770, 9673, 9371, 9052, 9184, 9103, 9143, 9582, 9197, 10009, 9961, 10128, 9625, 9761, 8920, 9473, 9085, 9370, 9002, 9383, 9542, 9980, 10033, 9884, 9458, 10261, 10206, 10127, 9480, 9347, 9761, 9894, 9326, 9137, 9455, 10755, 10495, 10709, 10779, 10673, 9976, 9948, 9841, 9147, 8749, 9623, 10215, 10147, 9652
5724, 5738, 7635, 7952, 6827, 9202, 9882, 9507, 7933, 6147, 6164, 5873, 6169, 6161, 6158, 6167, 6157, 7019, 6831, 6559, 5379, 5851, 5852, 5845, 5741, 6071, 6105, 6118, 6439, 6405, 6410, 6171, 6166, 6161, 5828, 5852, 6214, 6477, 6718, 6304, 6116, 5907, 5886, 5907, 5915, 5927, 5832, 5897, 6828, 6922, 7208, 7125, 7064, 6681, 7111, 6122, 6057, 7082, 7091, 7404, 7731, 6565, 6512, 6446, 7130, 7578, 7731, 7644, 6654, 7263, 7863, 8766, 8512, 7067, 6683, 9071, 9370, 9143, 7306, 6611, 6617, 6409, 7291, 7404, 7436, 6890, 7172, 6276, 7276, 7209, 7320, 7084, 8637, 9139, 8888, 6953, 6768, 7619, 8020, 7821, 6631, 6248, 6544, 8560, 8983, 8922, 6882, 7314, 7649, 7656, 7174, 6936, 7026, 9023, 9272, 9361, 7622, 7269, 6623
8528, 9962, 10998, 8267, 8632, 9554, 9244, 9683, 9119, 9826, 9831, 9854, 8996, 9162, 8914, 9885, 9998, 10082, 9688, 9185, 9077, 9696, 9735, 10628, 10161, 9487, 8733, 8422, 8944, 8807, 8884, 8913, 9572, 9879, 9688, 10252, 10324, 9534, 9066, 8877, 9266, 9037, 9249, 9730, 9526, 9518, 9424, 9641, 9241, 9824, 9442, 8894, 8326, 8619, 9390, 10240, 10102, 9615, 8757, 9094, 9110, 8678, 8880, 9416, 9879, 9959, 10020, 10044, 9340, 9338, 9284, 9001, 8415, 8648, 8710, 8510, 9079, 9395, 9936, 9502, 9281, 9544, 9661, 8916, 8464, 9506, 9493, 8809, 9406, 8852, 8800, 9388, 8856, 9169, 8602, 9210, 9630, 9553, 9071, 9042, 8795, 8439, 8424, 8754, 9418, 9139, 8707, 8048, 8155, 8383, 8798, 8844, 8965, 9585, 8878
8246, 10274, 10997, 6171
8631, 6668, 8630, 9262, 7591, 8790, 9098, 8987, 9198, 9795, 7714, 9175, 10136, 7328, 9092, 9255, 9713, 9354, 9552, 8897, 8603, 9007, 8677, 9192, 9373, 10023, 7722, 8968, 9439, 9388, 9489, 6620, 7777, 9569, 9798, 7870, 8382, 8937, 9143, 9063, 8397, 9557, 8190, 8944, 10059, 8297, 8295, 8996, 9042, 9243, 9036, 8655, 9052, 9075, 9647, 9970, 8401, 9059, 10014, 8721, 9282, 9853, 8071, 8838, 9823, 8103, 9434, 9758, 8478, 7538, 9042, 9788, 9912, 10204, 11446, 10559, 9388, 8693, 9576, 8753, 10334, 9338, 8378, 10139, 8323, 7325, 9428, 9680, 10413, 8417, 8218, 8164, 8676, 9288, 8729, 10502, 11239, 9580, 9076
6847, 7089, 8299, 8027, 8673, 8446, 9418, 8874, 7774, 8105, 8454, 8390, 8099, 8738, 8700, 7836, 7630, 8729, 8917, 8082, 7826, 7675, 8337, 7888, 8396, 7523, 8183, 8296, 7889, 8499, 7874, 8186, 8546, 8782, 9193, 9240, 9167, 8579, 8239, 7577, 7643, 7480, 7186, 7385, 7286, 7074, 6830, 8461, 8494, 8302, 7323, 7886, 7575, 8054, 7787, 7832, 7624, 7248, 7541, 7843, 8506, 8017, 8768, 8142, 7917, 7698, 7969, 8105, 7521, 7683, 8310, 8404, 7880, 7114, 8244, 8491, 8262, 7842, 8251, 8446, 8918, 8805, 8313, 7540, 8298, 8656, 8134, 7715, 7428, 7395, 7140, 7307, 7874, 8073, 7985, 7675, 7876, 7782, 7881, 8088, 7792, 7760, 7638, 7479, 7243, 7609, 7730, 8674, 8615, 8393, 7524, 7472, 7583, 7339, 6906, 6654, 7246, 6995, 7046, 7188
5897, 7363, 8832, 
