High Priority WRET
7224, 7958, 9954, 10757, 10802, 11632, 11665, 11665, 10784, 11181, 11180, 11973, 11973, 11973, 10740, 10741, 10714, 10627, 10634, 10694, 10748, 10743, 10724, 10715, 10740, 10694, 10691, 10655, 10657, 10658, 10647, 10683, 10700, 10721, 10748, 10772, 10757, 10741, 10718, 10690, 10679, 11933, 11939, 12021, 11831, 11830, 11881, 11949, 11969, 11955, 11894, 11900, 11858, 11854, 11873, 11904, 11868, 11886, 11922, 11938, 11868, 11454, 11056, 11594, 11661, 11774, 11805, 11846, 11868, 11598, 11471, 11348, 11285, 11127, 11576, 11735, 11730, 11624, 11228, 11312, 11617, 11671, 11843, 11871
7293, 8974, 11730, 12231, 12231, 11290, 10953, 10902, 10853, 10883, 10884, 10877, 10841, 10868, 10854, 10865, 10847, 10887, 10877, 10866, 10846, 10862, 10892, 10895, 10884, 10845, 10841, 10836, 10835, 10865, 10880, 10900, 10921, 10947, 10926, 10875, 10889, 10871, 10856, 10884, 10888, 10924, 10879, 10926, 10923, 10914, 10906, 10873, 10945, 10949, 10923, 10884, 10871, 10867, 10901, 10898, 10872, 10848, 10859, 10857, 10880, 10921, 10923, 10921, 10950, 10958, 10945, 10925, 10944, 10997, 10978, 10941, 10926, 10930, 10928, 10921, 10943, 10993, 10999, 10943, 10931, 10931, 10920, 11056
10643, 11665, 12021, 11752, 11275, 11703, 11789, 11789, 11401, 10893, 11187, 11033, 11065, 10893, 11132, 11281, 11293, 11055, 10973, 10918, 11073, 11077, 11010, 11294, 11279, 11314, 11150, 11086, 11243, 11217, 11233, 10965, 10952, 11095, 11098, 11091, 10736, 11123, 11142, 11138, 11031, 11755, 11860, 11874, 11780, 11564, 11784, 11831, 11831, 11681, 11596, 11743, 11847, 11816, 11803, 11813, 11807, 11868, 11871, 11871, 11747, 11323, 11155, 11404, 11388, 11792, 11845, 11845, 11737, 11179, 11137, 11212, 11230, 11301, 11238, 11413, 11387, 11364, 11224, 11196, 11491, 11550, 11852, 11862
