Low Priority WRET
8252, 12500, 18839, 14762, 17731, 3842, 19174, 4059, 15285, 11953, 13385, 11442, 17398, 3697, 25176, 14622, 14855, 3716, 20463, 4734, 14371, 19431, 4874, 25402, 
