Low Priority WRET
8199, 8975, 13774, 13646, 13867, 14385, 14352, 14596, 14596, 13498, 13944, 14178, 14168, 14180, 14340, 14355, 14201, 14400, 14241, 14211, 14110, 14361, 14361, 14140, 13325, 13951, 14328, 17271, 14046, 14103, 14319, 14409, 13612, 13774, 13899, 8159, 8275, 12798, 13286, 13356, 13349, 13452, 13403, 9058, 9152, 9164, 9092, 13297, 13804, 13892, 13794, 13413, 14269, 12664, 12948, 14087, 13450, 13700, 14269, 14324, 14202, 14215, 14215, 13523, 13736, 14111, 14104, 13919, 13474, 13524, 13829, 13697, 13617, 13428, 13892, 13933, 13879, 13733, 13965, 14009, 13891, 13636, 13751, 13802, 13709, 13559, 13451, 13447, 13397, 13473, 13613, 13654, 13712, 13629, 13692
12089, 13898, 14843, 9325, 9912, 10371, 9924, 9675, 9801, 9541, 9759, 9473, 9136, 7978, 9108, 9361, 9380, 8261, 8428, 8508, 8571, 8530, 8483, 8504, 8465, 13683, 13305, 13882, 13996, 11060
14612, 13666, 14768, 14648, 9138, 14241, 8225, 8599, 8210, 9680, 9753, 10404, 9905, 9804, 13352, 13805, 14161, 13068, 13545, 13233, 13354, 13645, 13561, 13549, 13647, 13497, 13402, 13434, 13443, 13423, 13364, 13681, 13931, 13895, 13297, 13224, 13387, 13363, 13525, 13512, 13563, 13435, 13722, 13751, 13737, 13516, 13419, 13233, 13349, 13368, 13503, 13663, 13631, 13569, 13409, 13462, 13764, 13691, 13262, 13629, 13888, 13311, 13223, 13724, 13828, 13853, 13689, 13858, 13926, 13543, 13756, 13857, 13611, 13779, 13802, 13647, 13471, 13367, 13364, 13353, 13456, 13531, 13684, 13562, 13444, 13377, 13422
14354, 13558, 13993, 14315, 14261, 13500, 14057, 14103, 14236, 14389, 14382, 14414, 14176, 14030, 14078, 14122, 14081, 13922, 13993, 14012, 13999, 14202, 14149, 14008, 13954, 14029, 14058, 14221, 14225, 14277, 14124, 13878, 13967, 14119, 14243, 14106, 14223, 14202, 14289, 14146, 14314, 14405, 14418, 14211, 13942, 10933
11953, 13736, 9530, 8347, 9299, 9353, 9542, 9030, 9181, 9200, 13293, 13514, 13554, 13382, 13376, 13365, 13559, 13545, 13535, 13633, 13840, 13831, 13792, 13867, 13940, 13379, 12979, 13074, 13660, 13741, 
