High Priority Execution Time
8532, 11091, 13375, 12658, 12725, 12495, 12521, 12146, 12517, 12535, 12143, 12643, 12339, 12506, 12428, 12317, 12688, 12250, 13099, 12510, 12858, 12641, 12069, 12426, 12495, 12583, 11978, 12219, 15935, 12519, 12372, 12167, 12420, 12350, 12383, 12481, 12475, 12508, 12613, 12493, 12659, 12307, 12439, 12384, 12456, 12543, 16174, 12332, 12560, 12423, 11879, 12505, 12470, 12429, 12341, 12091, 12125, 12486, 12420, 12392, 12518, 12466, 12705, 12293
7735, 14912, 13228, 12195, 14295, 12596, 12113, 12296, 12644, 12776, 12659, 12286, 12903, 12845, 12612, 12466, 12888, 12526, 12753, 12960, 12718, 12659, 12654, 12964, 12701, 12370, 12593, 12717, 15512, 12844, 12293, 12433, 12463, 12652, 12241, 12543, 12524, 12711, 12507, 12804, 12583, 12768, 12586, 12582, 12788, 12282, 12793, 12858, 12558, 12302, 12338, 12579, 12380, 12542, 12793, 12724, 12814, 12574, 12743, 12907, 12707, 13097, 12532, 13133
8995, 13256, 13310, 13950, 14825, 13472, 13389, 13324, 12943, 13010, 13299, 12867, 13153, 13202, 13225, 13097, 13290, 13186, 13435, 13531, 13086, 13224, 13441, 13139, 13499, 13198, 13338, 13117, 13437, 13113, 13096, 13113, 13221, 12878, 13385, 13527, 12941, 13216, 13060, 12896, 13563, 13078, 13246, 13332, 13062, 13583, 12765, 13459, 13208, 13298, 12820, 13240, 13072, 13174, 13035, 13140, 13340, 12926, 12761, 13297, 12576, 12796, 12432, 12564
9240, 14139, 13134, 13152, 12745, 13106, 12587, 12321, 12923, 12799, 13034, 12853, 12954, 12718, 12779, 12704, 13001, 12714, 13145, 12950, 13066, 12917, 12921, 12553, 13787, 12874, 12808, 13000, 15847, 12788, 12773, 12553, 12893, 12871, 12701, 12955, 12849, 12805, 13039, 12623, 12786, 12626, 12740, 12831, 12834, 12995, 12847, 12555, 12393, 12739, 12393, 12575, 12250, 12483, 12363, 12358, 12376, 12549, 12560, 12523, 12874, 12805, 12758, 12210
13973, 13152, 12740, 13248, 12570, 12639, 12965, 12809, 12731, 12752, 12761, 12818, 12858, 12590, 13037, 12371, 12695, 12918, 12683, 12838, 12938, 12546, 12613, 12207, 13008, 12712, 12806, 12855, 12865, 12677, 12540, 12628, 12919, 12849, 12205, 12838, 12761, 13020, 12669, 12517, 12847, 12584, 12587, 13118, 12675, 13140, 13830, 14232, 12359, 12534, 12625, 12852, 14089, 12819, 12632, 12807, 12547, 12811, 12674, 12990, 12910, 12488, 13138, 12608
8118, 13650, 13239, 12852, 12637, 12748, 12729, 13160, 12730, 13143, 12831, 13125, 13211, 13232, 13122, 12827, 13068, 13194, 13098, 12824, 13148, 12920, 13093, 13111, 12723, 12903, 13129, 13717, 13000, 12896, 13208, 13187, 13150, 12600, 13279, 13196, 12989, 12804, 12949, 12942, 12935, 12903, 12742, 12405, 12599, 12610, 13399, 13145, 12983, 13056, 12910, 13323, 13107, 12997, 12930, 12907, 13469, 12638, 12670, 12918, 12881, 12807, 12756, 12587
8876, 14691, 13463, 13048, 12659, 12698, 12807, 12714, 12502, 12471, 12826, 12584, 12736, 12622, 12454, 12419, 12754, 12726, 12752, 12559, 12837, 12743, 12401, 12737, 12745, 12740, 12534, 12889, 12623, 12820, 12309, 12476, 12812, 12651, 12702, 12747, 12726, 12845, 12651, 12632, 12718, 12634, 12538, 12644, 12384, 12882, 12702, 12895, 12069, 12450, 12501, 12879, 12505, 12830, 12698, 12579, 12512, 12437, 12677, 12920, 12612, 12802, 12641, 12159
11828, 15308, 15652, 13485, 14259, 13254, 14299, 13878, 12809, 13290, 13093, 13776, 13060, 12947, 13162, 12773, 12940, 12790, 13220, 13383, 13024, 13100, 12965, 13186, 13258, 12885, 12771, 12814, 16657, 13124, 15297, 12759, 13047, 13154, 13112, 12914, 12607, 13499, 12930, 13366, 12767, 13159, 13176, 13143, 13102, 13003, 12467, 12342, 12069, 12003, 12090, 12250, 12383, 12391, 12314, 12138, 12449, 12447, 12521, 12403, 12530, 13091, 13403, 13900
11703, 15500, 13163, 12993, 12977, 13208, 12805, 13356, 12668, 12558, 12779, 13229, 12917, 12619, 12912, 12235, 12495, 12618, 12779, 12492, 12923, 12986, 12963, 12659, 12806, 12733, 12872, 15116, 12886, 12521, 12476, 12589, 13001, 12609, 12788, 12695, 12855, 12756, 13001, 12532, 12562, 12670, 12802, 12479, 12749, 13030, 14175, 13913, 12560, 12548, 12710, 12922, 14277, 12805, 12778, 13162, 13078, 12844, 12824, 12632, 12853, 13094, 13101, 12457
15162, 12931, 12874, 12801, 12832, 12987, 13248, 12849, 12459, 13047, 12735, 12850, 12828, 12898, 12836, 12750, 12904, 13038, 13285, 12711, 13130, 12786, 13044, 12547, 12444, 12693, 12372, 12633, 17228, 12949, 12937, 12673, 12685, 12908, 12904, 12727, 12892, 12836, 12804, 12836, 12748, 12796, 12734, 12726, 12797, 12623, 12578, 12491, 12378, 12576, 12510, 12626, 12574, 12595, 12545, 12534, 12652, 12837, 12615, 12624, 12603, 12705, 12564, 13041
11999, 13102, 14297, 14100, 12717, 12843, 12565, 12820, 13763, 13483, 13636, 13470, 13920, 13254, 13415, 13456, 13424, 13872, 13169, 13941, 13895, 13861, 13639, 13366, 13722, 13308, 13481, 13842, 16872, 13589, 14878, 13573, 13440, 13756, 13617, 13766, 13259, 13263, 13916, 13867, 13581, 13408, 13749, 13242, 13368, 13764, 15917, 12841, 12315, 12589, 12449, 12536, 12279, 12140, 12548, 12266, 12174, 12450, 12432, 12368, 12488, 12593, 12588, 12698
13667, 12920, 13394, 12783, 13002, 12997, 12866, 12688, 12948, 13285, 12862, 13253, 13123, 12855, 12780, 13134, 13317, 13173, 13134, 12938, 13047, 12974, 12874, 12938, 12841, 13142, 12848, 12789, 16956, 12876, 12989, 12909, 12817, 13217, 13008, 12778, 13401, 13259, 12728, 13424, 13071, 13112, 13355, 12569, 12581, 12258, 13011, 13106, 12793, 12725, 12985, 13056, 12878, 12859, 13067, 12865, 13145, 13347, 13326, 12862, 13181, 14019, 13174, 12988
