Low Priority WRET
19902, 23063, 21623, 15608, 16081, 17153, 17471, 21484, 14137, 21735, 9078, 16190, 16190, 16190, 16190, 16190, 7864, 9144, 9170
6835, 8660, 8660, 8668, 8673, 8641, 7667, 12323, 12910, 13002, 13048, 13012, 10675, 9511, 9155, 8058, 11928, 11928, 11928, 11928, 11919, 8464, 9719, 16406, 7306, 7433, 7522, 10256, 11951, 12145, 12123, 12123, 11655, 18971, 6367, 9771, 10333, 10362, 10362, 10391, 9770, 8141, 8124, 8118, 8118, 8977, 8716, 9279, 9368, 14986, 14986, 14986, 14986, 14986, 7059, 7486, 12504, 12679, 12679, 12721, 12749, 11947, 9296, 11348, 11310, 10886, 10804, 11186, 9625, 9618, 18233, 18233, 7927, 8559, 10810, 10810, 10810, 10844, 10630, 8026, 11023, 11785, 11785, 12181, 12185, 12543, 12143, 12143, 11757, 11646, 6581, 9092, 17566, 10216, 11134, 11134
9092, 14850, 15936, 16015, 16127, 16127, 14887, 12791, 13117, 12098, 14930, 14930, 14930, 14855, 14788, 12558, 12932, 15775, 15354, 15439, 16431, 14537, 13805, 13818, 11907, 14116, 16683, 16683, 16683, 16683, 16467, 21267, 9175, 13029, 13878, 13878, 14305, 14305, 13830, 13070, 13070, 12881, 12872, 14049, 14190, 14453, 14561, 19636, 19636, 10679, 16223, 17227, 17227, 17227, 17227, 16011, 13865, 14955, 14998, 15019, 15072, 15072, 14051, 14097, 15740, 15725, 15696, 15365, 15600, 13667, 13481, 14833, 14917, 14871, 14654, 14654, 12361, 15106, 16192, 16192, 16351, 16375, 26005, 29992, 21281, 22366, 20899, 23186, 20723, 21292, 21161, 21630, 20877, 23801, 11214, 13535, 14933, 15008, 15066, 15040, 14300, 12437, 12445, 12361, 14543, 14545, 14425, 13815, 13570, 10845, 11185, 17587, 8449, 10713, 11635, 11635, 12073, 12717, 12717, 12552, 12606, 12087, 20089, 9492, 9941, 10422, 10434, 10463, 10479, 10526, 10204, 9994, 10378, 10380, 10460, 10637, 10847, 11907, 21481, 10923, 14435, 14505, 14542, 14798, 13323, 11371, 12199, 12364, 12185, 12308, 12269, 11693, 11416, 15002, 15103, 15133, 14989, 16715, 16267, 16351, 16402, 12319, 12365, 12365, 11409, 13141, 13530, 13530, 13626, 20133, 16418, 16616, 14686, 19959, 17432, 22229, 20496, 20882, 22196, 23013, 
