Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
1118, 0, 0.564263, 66.4583, 8.59369
1148, 3.08462, 4.00838, 69.6458, 8.59369
1148, 1.41726, 2.54415, 69.6042, 8.59369
1144, 1.87578, 2.40674, 69.2644, 8.59369
1143, 2.91788, 3.01205, 69.1667, 8.59369
1140, 1.75, 1.33293, 68.7708, 8.59369
