Low Priority WRET
7963, 9651, 20224, 7896, 19597, 25965, 12198, 17793, 12804, 13331, 10617, 16280, 14076, 16210, 8776, 16422, 14898, 7342, 9574, 10467, 12787, 10375, 21235, 
