Low Priority WRET
7615, 7700, 10084, 7996, 7817, 7157, 7414, 7563, 6764, 7050, 6938, 7602, 6980, 7320, 7011, 7195, 11276, 7754, 6590, 7480, 7541, 7970, 8034, 7278, 8136, 7698, 9082, 8184, 7344, 7078, 7912, 11503, 7649, 7833, 
