Low Priority WRET
16770, 15638, 16112, 16317, 17342, 16758, 19202, 15402, 16489, 17343, 10222, 18614, 15963, 19973, 16496, 17380, 17380, 16327, 16276, 16792, 16829, 16412, 16482, 20124, 15987, 18702
15439, 14506, 15018, 16918, 18408, 15945, 15624, 15865, 16137, 16176, 16098, 15547, 15553, 15738, 15766, 15984, 16291, 15780, 16069, 16182, 15353, 15454, 16557, 14572, 14916, 15358, 13792, 14724, 15177, 14919, 14755, 14309, 14926, 14996, 8790, 12771, 15258, 15635, 15609, 14853, 13727, 18062, 18110, 13667, 14002, 14678, 14889, 14733, 13849, 13884, 13900, 13319, 13784, 13963, 14045, 14263, 14240, 14349, 14259, 14319, 14047, 13946, 13959, 14187, 14127, 14269, 14167, 14098, 13915, 14053, 14254, 14174, 14186, 14060, 14193, 14098, 13952, 14083, 14016, 14156, 14372, 14372, 14105, 13819, 13890, 13842, 13440, 13426, 18157, 18157, 12326, 13805, 13667, 13770, 13862, 13884, 14198, 14151, 13993, 14094, 14584, 14581, 14937, 14823, 15348, 14807, 13940, 14091, 14250, 14236, 14172, 14235, 14284, 14301, 14401, 14499, 14602, 14539, 14110, 14303, 14462, 14492, 14343, 13914, 13723, 13867, 14422, 14518
14008, 16403, 14388, 15906, 15348, 16144, 15234, 15688, 15097, 15356, 14959, 14694, 14935, 16707, 17159, 16762, 15660, 14223, 14273, 14080, 13525, 13366, 13708, 13750, 13923, 14053, 14149, 14406, 14349, 14362, 14086, 13965, 13770, 13942, 14051, 14059, 14107, 14100, 14053, 14065, 14161, 14178, 13941, 13866, 14088, 14062, 14013, 13582, 13554, 13782, 14020, 17355, 17921, 18246, 19512, 18365, 20104, 16407, 18179, 17843, 16340, 16248, 16545, 16497, 16641, 16452, 17199, 14119, 14850, 15317, 17511, 16135, 14339, 14653, 14957, 16656, 17735, 17871, 14387, 14969, 15047, 15011, 15034, 15331, 15462, 15381, 14813, 15054, 15123, 15309, 15205, 15079, 14999, 15122, 14982, 15208, 15081, 15061, 14923, 14780, 15096, 15490, 15461, 15190, 14822, 14901, 14717, 15559, 15987, 15987, 14669, 14657, 15018, 15407, 15361, 15352, 15258, 15145, 15123, 14574, 15170, 15042, 15071, 14725, 14789, 15587, 15900, 15897, 15114, 15432, 15383, 15546, 15565, 15381, 15482, 15593, 15687, 15826, 15795, 15426, 15142, 15349, 16050, 16137, 15932, 15410, 15231, 16005, 16110, 16048, 15525, 15243, 15345, 15515, 15499
9324, 13271, 16264, 18217, 18749, 17873, 17036, 17389, 17711, 17720, 17531, 16777, 16646, 15902, 15777, 16305, 16446, 16329, 15710, 16038, 16530, 16657, 16476, 16296, 16701, 16807, 16653, 17137, 16584, 16634, 16285, 16374, 16350, 16354, 16160, 16908, 16856, 16841, 16222, 16326, 16386, 16558, 16372, 16622, 16685, 16722, 16339, 16899, 20032, 19666, 21958, 8571, 16615, 16960, 15664, 15809, 15979, 15078, 15064, 14960, 14983, 15022, 15254, 15421, 15517, 15355, 15757, 15366, 15191, 15048, 15501, 15560, 15098, 15052, 14402, 15869, 16395, 16597, 16515
16182, 16087, 16533, 17410, 15619, 15968, 16771, 16508, 16809, 16318, 16218, 16443, 16650, 16403, 16428, 16564, 16582, 16696, 16676, 16647, 16571, 17025, 17190, 17045, 16974, 16773, 16845, 16800, 16683, 16607, 16559, 16542, 16410, 16404, 16330, 16833, 16906, 16973, 16988, 16922, 16839, 16493, 16653, 16372, 17577, 17344, 16945, 16298, 17082, 17363, 15475, 19395, 19442, 16472, 17479, 17567, 17234, 16580, 16264, 16304, 16252, 16457, 16761, 16781, 16957, 16851, 17003, 16528, 16697, 16476, 16495, 16485, 16572, 16728, 17045, 17525, 13388, 15438, 15026, 15627, 14591, 15189, 15373, 15653, 15819, 16150, 15982, 16276, 16229, 16444, 15724, 15762, 15622, 15666, 15587, 15450, 15646, 15689, 15901, 15698, 15716, 15579, 15395, 15540, 15540, 15668, 15493, 15516, 15872, 15960, 15999, 15669, 15922, 16019, 15831, 15808, 15591, 15535, 15842, 16011, 16128, 15898, 15702, 15776, 15791, 16324
