Low Priority WRET
22540, 28725, 29896, 24501, 28231, 31064, 23809, 26847, 26903, 25699, 27098, 29060, 30114, 23988, 28227, 28296, 29087, 29572, 31442, 24347, 26438, 27910, 28844, 30231, 23842, 28289, 30711, 25955, 30258, 24251, 27553, 26439, 30273, 26472, 27770, 25835, 29434, 23263, 26261, 26386, 26896, 24477, 27625, 21451, 22611, 27097, 22263, 26452, 20676
21451, 27364, 22236, 25708, 23525, 26582, 26850, 22401, 27566, 28514, 28486, 28163, 28581, 31573, 12182, 23735, 25905, 25905, 19394, 16592, 19975, 22451, 22721, 20167, 19386, 20129, 20704, 20874, 21078, 20841, 20541, 21326, 20937, 21395, 20906, 20804, 21487, 21440, 21088, 21558, 21669, 21371, 18968, 19226, 19331, 19202, 19661, 19286, 19092, 19288, 23507, 23637, 24420, 21331, 21705, 21215, 21527, 21721, 22201, 23670, 23497, 21245
14924, 17618, 20043, 20408, 20185, 15904, 20168, 20501, 20376, 17652, 17818, 18129, 19534, 19470, 19059, 16842, 17300, 19827, 19754, 21063, 18210, 18058, 20711, 20398, 19877, 19047, 19141, 19167, 17714, 16070, 16410, 16432, 16429, 16458, 16407, 17917, 18677, 17197, 19026, 18173, 18922, 17546, 17780, 17383, 19506, 19780, 20784, 20172
25632, 32930, 27489, 30286, 27101, 28307, 27637, 30373, 26763, 27284, 27691, 26311, 28791, 26179, 26747, 28118, 24348, 24536, 25711, 25253, 28989, 12435, 18523, 27242, 13941, 22192, 22228, 14377, 17818, 18897, 15832, 15832, 17789, 18734, 15929, 15930, 17804, 18763, 15849, 15849, 18627, 18640, 14518, 14370, 14559, 16679, 16820, 15846, 15908, 20646, 14992, 15247, 22265, 23136, 23136, 
