Low Priority WRET
10922, 12687, 12808, 12808, 12808, 12808, 14526, 16691, 16691, 16691, 16633, 14305, 14047, 13958, 14125, 14205, 14045, 14576, 14578, 15079, 15062, 15313, 14717, 14717, 14626, 14551, 14357, 11982, 11982, 12497
11683, 13385, 13505, 13505, 13564, 12864, 11833, 12155, 12175, 12118, 12118, 12024, 11708, 11945, 15307, 15380, 15181, 15181, 15181, 11954, 14127, 14347, 15060, 15119, 15119, 15119, 15119, 13982, 13697, 13640
10728, 11157, 11157, 11157, 11157, 12168, 12201, 12201, 12143, 12143, 11601, 10506, 13066, 11694, 11932, 12687, 12687, 12687, 12137, 12010, 10449, 12704, 12861, 12985, 12985, 12010, 12010, 11998, 11646, 11344, 11287
18984, 19192, 19192, 19256, 19256, 18376, 18376, 18376, 18238, 18680
