High Priority Response Time
10005, 16959, 11225, 11077, 11106, 10776, 15444, 15377, 10843, 10985, 10738, 14820, 10827, 12211, 14944, 9303, 12789, 13804, 10468, 14951, 11093, 10328, 14943, 10333, 10223, 10084, 10042, 9895, 10127, 9874
13400, 13310, 14591, 13898, 13363, 15707, 15692, 14753, 13687, 12290, 13050, 11983, 13852, 12982, 15465, 12993, 12191, 12115, 13894, 14344, 19321, 17210, 18319, 18334, 18297, 17093, 18064, 17270, 17800, 18646
16504, 12061, 13280, 12498, 11967, 15641, 15585, 13456, 12306, 11362, 11939, 11853, 12350, 11604, 15473, 11782, 11255, 11309, 12289, 12981, 16751, 17327, 18663, 18518, 17726, 17262, 16796, 17159, 17195, 17221
11508, 8871, 8419, 8781, 8641, 12494, 10510, 8616, 8760, 8140, 8601, 8527, 8819, 8246, 10417, 8486, 8106, 8131, 8587, 8631, 16731, 13088, 17205, 14527, 15884, 12934, 12415, 15324, 12910, 13051
11272, 12146, 12285, 12079, 11871, 11966, 13147, 13018, 11810, 11866, 11685, 12191, 11816, 12334, 13363, 12456, 12145, 11830, 11647, 12562, 12797, 12618, 12047, 13155, 12726, 11530, 11620, 11524, 12362, 11797
