Low Priority WRET
8709, 9523, 9733, 8331, 7494, 6487, 7177, 7549, 8203, 6992, 8143, 8765, 8194, 8781, 8318, 7493, 7270, 7508, 7458, 7513, 7805, 8637, 9091, 7650, 9713, 7897, 8331, 8757, 7887, 8491, 10069, 7225, 7518, 6291, 8112, 8542, 7752, 7875, 7827, 8214, 7750, 7162, 10229, 10134, 8066, 7467, 8356, 7765, 8687, 10687, 7159, 7930, 7837, 6449, 7371, 7266, 4988
9436, 9701, 8092, 8955, 9381, 7638, 8114, 8383, 7518, 7228, 8326, 8502, 7336, 7071, 6942, 7410, 7676, 6494, 6991, 7800, 7214, 5075
6977, 7206, 6968, 7284, 7769, 7689, 7093, 7100, 8447, 9193, 6962, 7549, 7035, 7846, 8629, 8306, 8553, 7510, 8662, 8583, 8776, 7980, 7831, 7533, 7734, 7769, 7571, 7803, 8278, 8733, 8229, 9101, 10140, 10226, 8749, 8438, 8436, 7483, 7813, 8234, 8436, 8563, 8664, 8796, 8165, 7914, 8290, 8208, 8599, 7243, 7278, 8030, 8535, 7790, 8356, 8852, 8860, 8250, 8221, 8680, 8182, 9148, 10009, 10412, 10286, 8898, 9319, 8939, 9047, 8752, 9224, 9112, 9910, 8543, 9420, 8333, 7737, 7373, 7332, 7246, 8019, 7992, 7311, 8219, 8573, 8500, 7989, 8580, 8168, 7293, 6959, 8335, 8916, 7494
