Low Priority WRET
4967, 5121, 9899, 14783, 13737, 13737, 10915, 12476, 12434, 11646, 10277, 15005, 16190, 14862, 15302, 8597, 8808, 8808, 8683, 16991, 19618, 8520, 8798, 13626, 10298, 11269, 13583, 8017, 8017, 9249, 9126, 11672
3600, 5219, 13385, 19570, 3468, 10431, 13119, 17129, 12823, 12823, 13479, 14457, 16635, 4193, 5431, 8104, 13286, 13515, 17159, 9592, 13431, 14424, 14424, 13771, 11642, 14504, 14239, 9225, 11733, 16001, 9789, 12655, 4683, 8115, 15280, 20829, 10781, 13910, 17074, 5024, 7583, 9663, 14549, 16139, 19436, 6399, 13352, 15165, 18557, 11313, 13247, 13247, 14138, 12976
4305, 4683, 8151, 17094, 20686, 3775, 4317, 11996, 12952, 15854, 14304, 14649, 14649, 10572, 10475, 14569, 15412, 11409, 13735, 4134, 6555, 8422, 9688, 11745, 15258, 11119, 13655, 14490, 15653, 16468, 16083, 4677, 9756, 11386, 16731, 18526, 11829, 13016
3843, 7383, 14376, 20416, 20457, 22540, 19901, 20089, 16946, 15522, 10976, 15002, 18777, 20667, 19140, 21278, 26098, 3544, 8645, 15533, 15533, 15461, 19053, 18948, 20619, 21042, 20451, 18993, 14832, 15734, 16138, 18377, 19712, 19712, 19585, 17646, 18818, 18625, 16508, 17353, 16472, 19153, 18813, 22062, 19609, 22490, 18557, 18406, 16475, 15703, 21179, 19842, 18821, 15555, 9270, 8539, 11891, 11784
2784, 6271, 8305, 15044, 15881, 20444, 19859, 16392, 15222, 11859, 5591, 11180, 14968, 17748, 19079, 20894, 19330, 18251, 11051, 10896, 8256, 12288, 15524, 15849, 17570, 20375, 22029, 21362, 14487, 12706, 10919, 17036, 16727, 13105, 15032, 20460, 20578, 19216, 13487, 13750, 14270, 15251, 14963, 16148, 17442, 18914, 15333, 14395, 11311, 14513, 17721, 18908, 15451, 17557, 17557
8361, 8394, 9514, 9031, 15604, 18712, 11388, 11388, 11388, 8317, 11551, 13177, 14424, 14219, 11979, 12834, 11254, 11118, 10091, 12872, 15036, 15036, 5178, 5417, 8158, 13398, 4780, 8876, 11687, 13067, 10067, 9068, 12496, 13976, 7530, 7665, 9917, 9938, 10940, 13111, 14909, 11996, 8684, 12128
10427, 10427, 10427, 14624, 16794, 7453, 14100, 15202, 9464, 12410, 18553, 8240, 12364, 13699, 14224, 12642, 12831, 11431, 12064, 12871, 5056, 10295, 12427, 11457, 9482, 13159
