Low Priority WRET
16255, 15244, 15707, 13028, 13428, 14233, 14256, 13764, 14641, 15109, 14542, 16168, 14895, 14318, 15528, 16307, 14973, 14650, 13937, 13937, 14522, 15275, 15451, 14809, 14496, 14668, 15085, 15310, 14252, 13838, 14513, 15121, 15052, 15258, 14606, 14688, 16772, 16704, 16287, 13862, 14154, 14191, 14017, 13701, 14803, 15356, 15341, 14774, 14133, 14166, 13999, 14976, 15076, 14704, 13989, 14165, 14620, 14486
14774, 15821, 16533, 15997, 17478, 14634, 15089, 15279, 15655, 16731, 16990, 16810, 15711, 15157, 15799, 15488, 16104, 16275, 16332, 15630, 15388, 15868, 15488, 15493, 15248, 15169, 14533, 14409, 14631, 
