Low Priority WRET
13420, 16313, 19618, 10244, 10274, 19427, 10753, 10778, 10946, 7174, 7139, 31527, 7836, 22992, 3972, 21054, 14861, 35248, 3820, 14743, 30915, 3921, 8880, 23100, 3816, 11478, 28373, 3180, 20745, 7851, 21784, 19033, 30327, 12131, 31395, 4455, 13355, 24336, 3462, 28701, 3553, 26690, 15291, 26076, 5963, 23761, 3811, 20859, 35231, 5803, 17383, 4338, 25644, 22377, 28314, 3900, 21900, 2851, 29114, 3582, 23402, 
