Low Priority WRET
15553, 11518, 13845, 16346, 16564, 15800, 16689, 12157, 12294, 12206, 13530, 12065, 13721, 13734, 11917, 13455, 12119, 12264, 13354, 13575, 13632, 13673, 13193, 13548, 13548, 13933, 21242, 14766, 15799, 14410, 14485, 12030, 12551, 13527, 13526, 12319, 12679, 13469, 11770, 12269, 12624, 13014, 13006, 12592, 12622, 12648, 12729, 12326, 13436, 13497, 12460, 12506, 13742, 13708, 12604, 13385, 13274, 12509, 12406, 12245, 13312, 13551, 13711, 13139, 12499, 12924, 12857, 13005, 12715, 12747, 12745
14888, 16411, 16856, 13843, 13759, 14255, 13825, 13972, 13806, 13760, 13861, 14167, 15437, 15768, 12952, 13403, 12491, 13195, 13302, 12920, 12766, 12961, 13390, 13094, 12852, 13109, 13289, 12993, 12980, 13669, 14572, 14434, 14806, 15764, 15106, 14338, 15695, 14249, 13773, 15049, 13311, 17401, 15609, 15865, 13257, 14904, 15100, 15389, 15351, 13759, 12958, 13289, 13446, 13351, 13088, 13669, 13739, 13581, 13400, 13484, 13340, 13486, 13434, 13416, 13852, 13946, 14298, 14213, 14460, 13615, 13374, 13098, 13243, 13538, 13585, 12949, 13296, 13167, 13070, 13680, 13684, 12923, 13678, 13708, 12997, 13230, 13089, 12917, 12963, 12933, 13684, 13769, 14218, 14180, 13102, 13777, 13724, 13138, 12950, 14044, 13883, 12960, 14367, 14427, 14557, 13180, 14561, 14339, 12868, 13151, 13156, 12766
9939, 12915, 13627, 13917, 16016, 15513, 12644, 14423, 14429, 14585, 15408, 12076, 15100, 15133, 15257, 15682, 15670, 15376, 15083, 14962, 17539, 17440, 17504, 15582, 15209, 15549, 15342, 14692, 17973, 18039, 14983, 15010, 15618, 15594, 16239, 16421, 16431, 15771, 15706, 21130, 18255, 22313, 22313, 
