Low Priority WRET
11747, 16054, 13230, 13825, 12199, 7287, 7538, 15558, 15580, 14363, 14893, 14909, 14943, 14595, 14729, 14924, 14638, 10721, 11186, 20416, 8528, 13072, 16083, 13489, 13727, 13889, 13879, 14130, 14393, 14229, 14301, 14122, 14096, 13968, 13913, 14029, 13848, 14080, 14081, 13795, 14236, 14420, 14776, 14639, 14781, 14503, 14410, 14568, 14562, 14637, 14419, 14394, 14097, 14094, 14498, 14601, 16157, 18835, 18708, 19011, 14404, 14542, 14689, 14549, 14565, 14571, 14573, 14817, 14746, 14910, 14761, 14598, 14604, 14643, 14520, 14457, 14570, 14591, 14531, 14775, 14978, 15079, 14844, 14543, 14500, 14717, 14852, 14842, 14594, 14773, 14594, 14956, 14945, 15044, 14913, 14817, 19020, 18384, 19105, 10606, 14795, 14576, 15488, 8953, 18927, 18927, 14506, 14846, 14852, 14451, 14222, 14421, 14309, 14485, 14580, 14795, 14683, 14984, 15019, 14955, 14577, 14410, 14909, 14923, 14139, 14346, 14467, 14198, 14535, 14618, 14481, 14735, 14230
8040, 12123, 13956, 13203, 13319, 13591, 13532, 13636, 13689, 13850, 13711, 13656, 13481, 13461, 13575, 13422, 13460, 13186, 13278, 13387, 13555, 13644, 13534, 13692, 14045, 14186, 14122, 13453, 13326, 13213, 13249, 13354, 13396, 13334, 13363, 13368, 13557, 13607, 13513, 13383, 13448, 13716, 14162, 14529, 14576, 14379, 14259, 14485, 14248, 14387, 13978, 14089, 14019, 13988, 13704, 13311, 13552, 13451, 13465, 13353, 13426, 13510, 13285, 15509, 15847, 15854, 13706, 13625, 13583, 13498, 13469, 13487, 13365, 13460, 13842, 13878, 13967, 13509, 13848, 13997, 13888, 13672, 13454, 13663, 13783, 13793, 13768, 13809, 14059, 13947, 13863, 13811, 13926, 13810, 13770, 14032, 13792, 13903, 13324, 13436, 13215, 13561, 13845, 13852, 13710, 13362, 14017, 13941, 14144, 14036, 14112, 13523, 14013, 13991, 13944, 13405, 13472, 13368, 13516
12143, 18832, 16022, 18489, 19722, 19051, 19349, 18641, 18495, 18047, 17681, 17457, 17795, 18730, 18596, 18838, 18657, 19123, 19471, 20765, 20628, 19547, 20337, 20187, 19109, 16713, 14952, 14986, 14889, 15065, 14957, 15142, 15183, 15288, 15305, 15248, 15364, 15284, 15238, 15240, 15307, 15120, 15162, 15359, 15133, 15031, 14914, 15078, 15179, 15119, 14816, 15007, 14955, 14970, 14911, 14920, 14969, 14962, 15240, 15116, 15254, 15283, 15146, 15211, 15376, 15330, 15277, 15220, 15537, 15436, 15427, 15162, 15236, 15334, 15498, 15335, 15253, 15150, 15264, 15216, 15214, 15201, 15432, 15328, 15394, 15261, 15263, 15178, 15264, 15227, 15231, 15228, 15211, 15182, 19535, 19562, 19530, 15071, 15241, 15026, 14921, 14851, 15009, 15066, 15120, 14911, 14805, 18903, 18864, 18810, 15073, 19943, 19943, 19943, 15181, 15112, 14992, 15346
9935, 10237, 16954, 12038, 14846, 13715, 12350, 13453, 13964, 15946, 13103, 13461, 13578, 13569, 13010, 13367, 13422, 
