Low Priority WRET
14842, 19404, 15908, 16111, 17704, 17889, 16489, 16916, 16613, 16613, 17922, 17758, 17780, 18275, 18508, 17999, 15665, 14915, 17422, 16983, 18623, 19146, 18520, 18211, 19701, 20516, 19297, 20633, 19301, 20374, 18694, 19565, 15452, 19773, 20307, 17082, 17696, 21438, 19217, 20995, 18162, 19384, 21037, 18139, 17715, 17889, 17586, 17285, 17674, 19267, 18126, 19202, 20562, 18143, 19953, 17669, 15851, 17231, 18014, 18808, 19476, 17475, 19105, 21553, 19677, 17975, 19609, 21083, 20681, 20536, 19273, 18245, 18652, 18742, 17322, 18858, 17061, 16942, 18147, 17286, 18614, 19821, 19267, 18266, 20170, 18052, 20290, 20422, 18724
14163, 18924, 11415, 14749, 18789, 17075, 18086, 16684, 17442, 17041, 18933, 18145, 17907, 16885, 18851, 19077, 18976, 18127, 17146, 17809, 16132, 17226, 18548, 17662, 15097, 16768, 17000, 18138, 18264, 17891, 17941, 17127, 17464, 18690, 20086, 18767, 15869, 14756, 17437, 19389, 19785, 18100, 17787, 15991, 15948, 16103, 16753, 16791, 17203, 14867, 16273, 17452, 20057, 20234, 16546, 18252, 19450, 18579, 18551, 19724, 17106, 18605, 20180, 19585, 19553, 21372, 19258, 18805, 16955, 19411, 18558, 15983, 17633, 18231, 17837, 17163, 15183, 15963, 18633, 17741, 18121, 19352, 15007, 15337, 17066, 14008, 15911, 16626, 17344, 19171, 18173, 17745, 15331, 16492, 16824, 16629, 16736
