Low Priority Execution Time
14495, 12995, 32187, 8502, 7981, 12769, 23226, 24935, 8352, 12155, 27385, 8236, 10347, 15974, 15041, 17967, 11991, 12228, 13026, 14072, 13102, 12034, 13555, 12159, 12550, 17615, 21069, 12286, 12199, 13080, 18312, 30435, 10782, 17462, 19906, 17310, 8447, 8542
16820, 7644, 7432, 6529, 12348, 25442, 14397, 23610, 17588, 22798, 24285, 9301, 13913, 16560, 8201, 7424
13639, 15827, 26917, 13876, 23253, 15937, 12549, 23042, 19813, 12015, 20672, 19278, 17824, 18915, 14203, 13680, 13534, 13404, 13635, 14446, 12856, 14101, 12978, 14045, 17972, 19309, 14348, 24389, 24591, 18905, 20237, 8931, 8873, 16090, 21760, 12287, 12520, 22607, 14953, 23777, 27420, 23182, 23517, 15714
15650, 25024, 22361, 21849, 12112, 22333, 23191, 21140, 24620, 12464, 23633, 18726, 16171, 22969, 16748, 15495, 22689, 11379, 16127, 20706, 19357, 38898, 16188, 31752, 14267, 22131, 19692, 11474, 11425, 14021, 22485, 26269, 9253, 9233, 18854, 26299, 11181, 11708, 13472, 16197, 18236, 11926, 13589, 13882, 15148, 14041, 13975, 13842, 13518, 13613, 16920, 17225, 16667, 12159, 11941, 16702, 25538, 12099, 13120, 19721, 23742, 20010, 13445, 12814, 15998
12369, 12563, 27948, 10440, 25430, 12586, 22812, 11168, 14359, 17904, 12369, 12484, 12293, 12571, 12293, 12903, 11788, 12526, 12170, 16214, 18297, 11196, 11842, 18411, 28926, 15386, 21090, 11063, 17603, 24983, 15066, 24219, 14558, 18583, 10111, 9812, 15960, 16335, 11566, 12725, 13907, 14203, 15436, 14155, 13611, 15024, 15026, 14861, 17585, 11717, 10109, 15263, 20501, 10352, 10629, 14864, 16929, 18729, 13122, 13309, 12909
11896, 18083, 23390, 6094, 6031, 5431, 16519, 22348, 14165, 5045, 5207, 15068, 23759, 21339, 5263, 5216, 11302, 32936, 11378, 12320, 12529, 12527, 12817, 12555, 11423, 11617, 11424, 18208, 20081, 6274, 5862, 12124, 22124, 21858, 5320, 5267, 8525, 19389, 20004, 10350, 7800, 7638
