Low Priority WRET
9063, 7226, 8121, 8350, 8636, 7434, 7709, 8035, 8141, 8312, 8461, 8669, 8373, 8073, 7895, 8162, 8131, 8375, 8449, 8355, 8617, 8617, 7957, 8202, 8308, 7395, 7824, 8168, 8381, 8582, 8266, 8807, 8477, 8601, 8476, 9135, 9081, 7085, 8308, 8768, 8980, 8411, 8307, 9444, 9716, 10259, 8905, 8230, 7269, 7769, 8860, 8768, 7797, 8424, 8572, 8824, 7477, 7510, 7983, 8467, 8144, 7801, 8594, 8991, 9108, 8394, 7720, 7954, 8214, 8345, 8816, 9112, 8556, 7063, 7537, 7934, 7315
9080, 7448, 8718, 7454, 7690, 7442, 7598, 7806, 6380
9170, 9237, 7963, 8032, 7703, 8928, 9122, 8216, 7308, 6975, 8835, 9082, 7805, 8777, 9571, 7962, 7615, 8251, 7147, 7948, 7946, 8232, 7182
