Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
60, 5.33333, -nan, 0, 10.0663
60, 1, -nan, 0, 10.039
60, 5.33333, -nan, 0, 10.4296
60, 0, -nan, 0, 10.6953
