Low Priority WRET
13529, 10285, 10410, 13079, 12915, 13818, 11586, 12717, 11961, 12697, 12394, 13283, 12381, 14804, 15234, 10316, 10342, 11461, 11284, 13753, 14004, 13801, 11507, 12412, 14979, 15138, 13058, 12020, 14830, 13068, 10859, 12983, 14206, 13670, 12657, 11969, 13071, 12853, 14803, 13294, 14971, 13276, 14531, 12408, 14792, 13260, 12987, 12157, 12208, 10940, 12283, 12567, 13029, 11367, 12437, 11805, 11978, 11288, 12474, 12867, 14334, 13287, 13952, 11818, 13309, 14193, 15483, 16553, 10893, 11192, 11740, 11828, 10733, 12183, 11857, 12109, 10747, 11341, 10868, 11046, 9829, 11661, 12473, 13205, 12521, 12621, 11518, 11210, 9678, 11688, 12955, 13782, 13263, 12244, 11035, 11182, 11147, 11788, 11949, 11801, 10512, 11198, 11351, 12246, 13271, 13195, 11622, 9724, 9925, 11089, 15625, 14122, 8497
11280, 15555, 13700, 11298, 10887, 11825, 9778, 10687, 10772, 11315, 10012, 10545, 12524, 10514, 8601, 9613, 11700, 12135, 12060, 12296, 9031, 10455, 8573, 10595, 13288, 9404, 11631, 11123, 11428, 12671, 13225, 10391, 11538, 12333, 13372, 12355, 11681, 10272, 10645, 9603, 11162, 12073, 12897, 12564, 10633, 11400, 11996, 11353, 12576, 11930, 14415, 11203, 9230, 11224, 8522, 11167, 11734, 11142, 11290, 10321, 11926, 12219, 12884, 9212, 11247, 9968, 11270, 11634, 10664, 11385, 9646, 11875, 12027, 11572, 9124, 9917, 15467, 7312
11426, 14946, 14058, 12190, 15150, 11236, 12564, 13645, 14955, 
