Low Priority WRET
13448, 19457, 19611, 19347, 20850, 21724, 22442, 21099, 22129, 21301, 20998, 18393, 19421, 18869, 20375, 20097, 21159, 21080, 21565, 20534, 20650, 19155, 19120, 20123, 20154, 21117, 18788, 21431, 21614, 22276, 19943, 18498, 18973, 19567, 20437, 21331, 20739, 19885, 19575, 20456, 19632, 19875, 19105, 19180, 19182, 19119, 18611
13504, 14734, 16740, 16253, 16228, 13222, 13250, 13321, 13465, 13511, 13587, 13446, 13403, 13394, 13430, 13574, 13667, 13584, 13609, 13553, 13497, 13329, 13057, 13116, 13151, 13489, 13729, 13667, 13726, 13571, 13595, 13586, 13357, 13276, 13337, 13516, 13715, 13776, 13827, 13803, 13761, 13496, 13366, 13484, 13380, 13352, 13513, 13607
21988, 37538, 11259, 17883, 29658, 29738, 11707, 14348, 24331, 24395, 24395, 14675, 12924, 13019, 13050, 13102, 13021, 12931, 12631, 12644, 12708, 13082, 13144, 13185, 13201, 13134, 13041, 12935, 12711, 12628, 12668, 12808, 13040, 12959, 13126, 13113, 13100, 12865, 12749, 12745, 12766, 13157, 13166, 13257, 13391, 13398, 13371, 13008, 12554, 12772, 12669, 12745, 12757, 12773
23099, 33080, 12162, 19319, 25717, 26844, 24423, 17117, 15141, 15215, 15112, 17125, 16991, 16686, 16021, 16052, 15236, 16663, 16994, 17103, 15454, 17015, 16958, 16501, 16092, 16041, 14291, 16425, 16585, 16847, 16243, 14996, 15870, 15836, 15712, 15584, 15870, 16160, 16395, 17089, 16839, 16695, 14935, 14492, 14404, 14401, 14490, 15641, 15718, 15710
