Low Priority WRET
14671, 17107, 21719, 21668, 19995, 15756, 20119, 20420, 19438, 19091, 27224, 27231, 23051, 17511, 24820, 24813, 22999, 17052, 19574, 20014, 17878, 19847, 24176, 24144, 19429, 17075, 20705, 20781, 18860, 17904, 20302, 20641, 18207, 21617, 27313, 113890, 13808, 14079, 14633, 14609, 14648, 15093, 14174, 16806, 16291, 16648, 16426, 17444, 17289, 14901, 14332, 14977, 14970, 14480, 13308, 16762, 16430, 17232, 14211, 16330, 15739, 15691, 13458, 14288, 14493, 14727, 13855, 16781, 16555, 21761, 94083, 
