Low Priority WRET
19003, 21470, 16975, 15396, 16802, 17397, 16196, 16425, 16788, 16935, 16045, 16516, 16779, 17253, 17414, 17725, 16341, 16218, 16870, 17949, 17122, 16415, 16758, 17577, 17751, 15813, 16168, 16873, 16765, 16792, 16515, 16660, 16195, 16012, 16180, 16578, 16378, 15929
14226, 15995, 15933, 17163, 17213, 17063, 16238, 16925, 17461, 17603, 17264, 16700, 16601, 16908, 17565, 17666, 16768, 16483, 16971, 17545, 18726, 17337, 16650, 16838, 17113, 17423, 17517, 17353, 15937, 16378, 16354, 16696, 17093, 16252, 16801, 15773
13981, 16312, 16403, 16243, 15948, 16454, 16134, 17239, 17368, 16037, 16986, 16222, 17212, 17439, 17457, 17251, 16784, 16866, 15566, 16613, 16601, 17379, 15574, 16486, 16905, 17125, 16852, 17074, 16351, 16799, 17459, 17108
