High Priority Response Time
21030, 15060, 25603, 40986, 25485, 43239, 41241, 42061, 40922, 41587, 42644, 41096, 43272, 41721, 43517, 42091, 43264, 42639, 43241, 42279, 42729, 44210, 41772, 44028, 42494, 41833, 43191, 41441, 41924, 43921, 42723, 41470, 42714, 43651, 40581, 44941, 42259, 44495, 42386, 42974, 42060, 43329, 41101, 45335, 38480, 43097, 46108, 42363, 42855, 42670, 43970, 40978, 39851, 46683, 39950, 45640, 42653, 41577, 43377, 40659, 45664, 39885, 42747, 44561, 42101, 42678, 39871, 42471, 47484, 39215, 45312, 42791, 42710, 40848, 45964, 44423, 42123, 44574, 41491, 44539, 43445, 43171, 43538, 45881, 45428, 43987, 43746, 42016, 43257, 41722, 46594, 42960, 43587, 43194, 44078, 40387, 44092, 42460, 42389, 41007, 49914, 43384, 43648, 40993, 42593, 41971, 42114, 41936, 42330, 45417, 42087, 48705, 41333, 44296, 41942, 43553, 42523
1952, 1571, 20368, 31448, 28705, 40489, 42000, 42622, 41066, 41050, 42447, 40474, 43173, 42974, 42362, 42859, 41846, 43904, 43214, 41567, 43336, 43337, 42476, 42281, 41949, 42653, 43633, 42688, 42770, 41929, 43274, 42830, 42088, 42897, 42905, 42429, 44394, 41689, 43709, 43028, 42348, 43313, 41881, 43532, 43379, 40448, 43374, 43513, 42164, 43551, 42706, 42724, 43587, 41352, 43133, 41406, 43605, 42789, 43445, 41860, 44370, 41464, 42517, 42898, 43199, 42830, 41869, 42602, 43228, 42111, 42563, 43251, 42775, 41219, 45450, 44553, 42992, 42129, 43055, 43646, 42201, 42783, 43527, 44306, 48741, 45496, 43612, 39960, 44690, 44104, 45441, 42183, 42448, 43560, 43377, 43108, 43360, 42509, 41718, 41194, 48197, 45721, 42022, 43603, 40962, 42314, 42594, 41611, 43098, 42454, 44383, 43344, 47671, 42484, 41595, 43752, 43138
3673, 28984, 42859, 32386, 40952, 43333, 41364, 42152, 41086, 41255, 41795, 42626, 42912, 42852, 42054, 42642, 43260, 42667, 42162, 44558, 41195, 42958, 42672, 42641, 42388, 42540, 44009, 41995, 42600, 42857, 42014, 43455, 43045, 42461, 42332, 44220, 42568, 44276, 40915, 44138, 42547, 42107, 43470, 41887, 42586, 42268, 42815, 42874, 43370, 42816, 42902, 42600, 42460, 43353, 42243, 42205, 43440, 43141, 41670, 42871, 42604, 42790, 43770, 42363, 41815, 43296, 41863, 43451, 41897, 42568, 42884, 43087, 44640, 43298, 42329, 43328, 43264, 44272, 42325, 42800, 43390, 45565, 46150, 45337, 44796, 42897, 43248, 44059, 43537, 43599, 43676, 41603, 43980, 43759, 42862, 41730, 41206, 41796, 45746, 45704, 42426, 44869, 43067, 41024, 41872, 43641, 41384, 43457, 43658, 43122, 47127, 44311, 41752, 42218, 43371, 43752, 14609
23416, 19703, 27483, 24504, 36595, 45088, 39990, 43292, 40304, 41022, 41222, 43778, 43211, 41067, 40886, 44765, 41175, 45202, 42694, 43453, 41517, 44188, 39755, 45951, 42601, 42427, 41917, 41363, 44004, 42577, 42734, 42185, 42692, 43001, 41905, 44772, 40390, 45098, 42375, 44220, 39595, 44591, 42498, 43791, 42521, 43190, 38673, 43020, 42871, 43314, 41277, 44443, 41897, 42534, 46110, 42809, 43241, 40949, 43338, 44184, 42090, 42746, 42255, 39633, 45516, 42599, 42623, 43207, 38550, 43531, 42506, 42651, 46556, 43952, 42403, 44554, 39938, 46546, 42171, 43858, 43498, 38411, 47740, 46823, 45665, 43017, 41393, 44896, 42369, 46368, 43436, 42897, 43507, 43221, 42695, 41235, 44588, 39026, 45238, 43854, 46976, 43978, 43579, 41241, 42433, 41289, 42842, 41926, 42284, 44755, 42127, 45862, 47409, 39027, 42033, 43488, 45166
22195, 18855, 30699, 23424, 41729, 42280, 41419, 41954, 40858, 42381, 43175, 41804, 40728, 42208, 43508, 43992, 42670, 43969, 39335, 44142, 41380, 43049, 44248, 42678, 42619, 43093, 40529, 43484, 42605, 42589, 42829, 43381, 42124, 43044, 42464, 45728, 39518, 43888, 42366, 43502, 42871, 42533, 42726, 42138, 43793, 42027, 43516, 41458, 44229, 42095, 42100, 43595, 43833, 40552, 43449, 42888, 42811, 42797, 42558, 45586, 40822, 42549, 42251, 42473, 44225, 41813, 45294, 40558, 44733, 42011, 40511, 43530, 43855, 41981, 43286, 42276, 45307, 42633, 45637, 40964, 42141, 44685, 45683, 46779, 42683, 44235, 44144, 42024, 42745, 45464, 42991, 42367, 43505, 46670, 39185, 47395, 39090, 42561, 41753, 47154, 45732, 40495, 46819, 43097, 40269, 43292, 39651, 44680, 43451, 43674, 41064, 45898, 45589, 44946, 41043, 41354, 42483
18905, 5294, 23321, 38928, 24615, 39467, 41285, 42742, 40982, 41611, 41897, 41729, 41968, 43715, 41452, 43564, 41829, 43300, 41871, 43650, 41912, 44211, 42387, 42838, 42560, 42689, 42382, 41962, 44116, 41889, 43331, 42836, 42085, 42877, 42902, 42532, 43856, 41439, 43838, 43001, 42983, 43156, 42025, 42954, 41990, 42361, 43475, 43480, 42190, 43558, 42060, 43378, 43625, 41930, 43175, 40713, 44221, 42137, 43514, 42512, 43170, 43261, 42558, 41564, 43271, 42174, 43851, 41261, 43922, 41435, 42545, 42663, 42802, 43344, 43980, 43948, 42945, 42830, 42995, 43686, 44381, 41013, 43650, 45811, 42940, 44694, 46698, 44712, 41145, 42552, 47404, 43465, 41743, 43056, 42657, 45276, 41638, 42431, 39709, 40890, 54296, 41949, 42066, 42896, 41662, 42178, 40885, 43287, 42638, 43381, 43536, 44115, 50133, 43357, 41082, 38786, 45833
19516, 17799, 22948, 40571, 25363, 40608, 41940, 41993, 41743, 42171, 41994, 41083, 42583, 42378, 43510, 42085, 43885, 42003, 43270, 41578, 43343, 42095, 44368, 42061, 42522, 42674, 42348, 43387, 41374, 43147, 42055, 42302, 42588, 44373, 41384, 44045, 41681, 45130, 42384, 42883, 42807, 42010, 41793, 44301, 43380, 41808, 43329, 41444, 43526, 41507, 44050, 42135, 42245, 43225, 41884, 43962, 42269, 42810, 42829, 42556, 43107, 41962, 42548, 43497, 42686, 43424, 41238, 43202, 41965, 43389, 42544, 43354, 42112, 44712, 42610, 42616, 43645, 43552, 42933, 44421, 41663, 44385, 43603, 46504, 45366, 44524, 43756, 41336, 43182, 41856, 46734, 42795, 43784, 43097, 44776, 41084, 44273, 42442, 41655, 43016, 43897, 46691, 43611, 41657, 42409, 41284, 40666, 44250, 41248, 44142, 43482, 47015, 43153, 42020, 42427, 45503, 42557
19895, 18721, 26927, 31504, 43448, 41775, 42114, 41819, 40969, 42466, 40481, 43197, 42982, 42393, 42181, 42503, 43949, 42556, 42111, 43426, 42041, 43771, 42201, 41971, 42644, 43693, 42022, 42693, 42599, 42608, 42913, 41997, 42823, 43652, 42436, 43099, 42916, 43124, 43002, 42904, 43414, 41184, 44227, 42757, 41050, 43325, 42953, 42741, 43531, 42099, 43364, 42968, 41257, 43815, 41402, 43564, 42110, 44148, 42540, 43011, 41420, 42512, 42882, 43322, 43429, 41862, 42596, 43248, 41360, 41869, 44637, 42803, 42530, 43384, 44575, 43054, 41898, 43202, 43561, 42974, 42796, 43454, 44302, 48566, 44890, 43588, 43343, 42126, 44125, 44744, 42268, 42347, 43623, 43376, 43122, 43376, 43035, 41912, 40417, 47867, 46690, 41300, 44298, 41797, 40944, 42546, 43026, 42594, 41568, 44871, 44216, 46049, 42073, 42224, 43669, 43220, 44380
22744, 19509, 23239, 26638, 44764, 40985, 42785, 41925, 41589, 41597, 40831, 41788, 43937, 42896, 42210, 41414, 42640, 41269, 45952, 41546, 43297, 43745, 41636, 42656, 42649, 41740, 44581, 42012, 42578, 42583, 42930, 42104, 43369, 43044, 42433, 40442, 45548, 43794, 43059, 42161, 42846, 42536, 43379, 42868, 41181, 43245, 42278, 43349, 42327, 43326, 43423, 42910, 40633, 44464, 42102, 42297, 43373, 43488, 41922, 40299, 44826, 42541, 42863, 42568, 42239, 43088, 40060, 44522, 40785, 43215, 44521, 42202, 41169, 47239, 43943, 43029, 41346, 43927, 41629, 44979, 43367, 42158, 42327, 47381, 48001, 44175, 42923, 43280, 44143, 44045, 42963, 43742, 42209, 40127, 46360, 40230, 45548, 41300, 41819, 43040, 47033, 44481, 40927, 42400, 44290, 40571, 45618, 38717, 40832, 43659, 47728, 47130, 44422, 38979, 42872, 45413, 43108
22266, 19678, 30567, 24588, 38882, 40999, 43279, 41363, 42243, 41091, 41868, 41031, 41959, 44330, 41566, 44062, 41915, 42509, 42744, 42136, 43434, 42265, 43705, 42018, 47243, 42408, 38612, 43282, 42080, 42604, 42716, 42123, 44027, 45212, 39786, 42143, 45031, 41762, 45209, 44706, 39575, 43200, 41279, 43100, 42497, 41933, 42616, 43014, 42876, 43369, 42681, 43087, 42479, 42580, 42769, 42832, 41923, 44222, 42639, 41641, 43396, 46660, 39553, 44504, 40064, 43279, 44712, 43789, 42127, 38667, 42554, 43460, 41738, 45291, 42991, 47328, 39291, 42540, 43513, 43791, 46856, 38550, 47295, 43821, 48760, 42338, 42456, 43475, 42220, 47929, 43248, 40824, 45046, 40491, 44593, 42123, 42413, 41808, 42497, 45261, 46246, 41363, 43575, 45318, 43103, 39824, 42111, 41327, 45117, 42707, 43868, 45780, 44396, 41750, 42182, 44057, 44517
