Low Priority WRET
7686, 12692, 11436, 11421, 11425, 11318, 11436, 11531, 11327, 11466, 11409, 11488, 11141, 11367, 11541, 11472, 11445, 11394, 11531, 10399
10897, 11407, 11446, 11195, 11223, 11356, 11217, 11004, 11066, 11156, 11200, 11312, 11466, 11189, 11205, 11446, 11387, 11480, 11376, 11260, 9485, 14411, 17365, 12568, 13690, 14004, 14759, 14739, 14552, 12936, 11908, 11950, 12050, 12029, 11937, 11895, 11898, 11817, 11758, 11803, 11975, 11897, 11880, 11751, 11842, 11892, 11892, 11725, 11572, 11743, 11852, 11554, 11709, 11808, 11881, 11906, 11899, 11825, 11754, 11745, 11581, 11691, 11735, 11701, 11796, 11871, 11763, 11694, 11800, 11909, 11777, 11758, 11730, 11758, 11777, 11914, 11962, 11655, 11576, 11803, 11862, 11559, 11576, 11687, 11672, 11511, 11624, 11562, 11621, 11725, 11762, 11741, 11840, 11855, 11747, 11747, 11853, 11824, 11845, 11816, 11719, 11610, 11693, 11781, 11813, 11762, 11748, 11797, 11696, 11772, 11830, 11817, 11792, 11783, 11794, 11818, 11777, 11752, 11763, 11783, 11757
6353, 6475, 11463, 7144, 10084, 9887, 10238, 7322, 11964, 
