Low Priority WRET
15579, 15612, 12294, 13975, 13134, 12583, 13090, 12690, 12892, 13006, 12402, 13115, 13734, 13888, 14193, 13100, 13510, 13217, 13140, 15679
15904, 11663, 12835, 13624, 13253, 12389, 13513, 13508, 13045, 13302, 13539, 13322, 13572, 13654, 
