Low Priority WRET
20434, 15866, 16577, 14977, 19423, 15403, 20057, 17934, 19458, 16597, 14023, 15318, 16473, 16904, 19219, 13606, 17041, 18941, 17737, 16631, 15034, 18736, 16327, 17211, 16658, 15181, 16538, 17520, 8271
10477, 14284, 14241, 14508, 14226, 14316, 14561, 14876, 7504
15216, 16206, 14396, 14863, 15906, 16124, 16415, 15673, 15561, 16706, 16903, 16429, 15434, 15660, 15597, 14527, 15664, 16527, 14799, 14473, 16545, 14369, 15665, 15932, 16116, 15305, 14489, 16242, 15563, 14824, 16748, 15714, 15357, 14343, 14888, 17016, 17124, 17825, 15558, 12528
