High Priority Execution Time
19539, 15063, 14609, 14327, 14741, 14377, 16884, 16425, 14608, 14499
16643, 17760, 15893, 15670, 15891, 17438, 15975, 16158, 16366, 16006
11425, 15624, 15679, 13309, 14829, 14586, 13426, 13934, 15392, 15547
9895, 15457, 19241, 13297, 14147, 14238, 11827, 13725, 14873, 14975
6650, 7280, 18409, 13563, 15174, 15267, 15611, 15603, 14999, 15156
10016, 15201, 15698, 15606, 15419, 15582, 15087, 15302, 15499, 15529
17212, 17842, 16286, 15966, 15983, 15294, 15004, 15085, 18414, 17724
9270, 11735, 16445, 15694, 15860, 15731, 15525, 15587, 16915, 15987
22121, 19182, 15186, 8448, 15424, 19039, 14210, 14665, 18073, 15422
17434, 15429, 15924, 15399, 15535, 15289, 15839, 14947, 15385, 16674
16005, 15527, 15240, 14762, 15605, 14992, 14234, 15537, 17334, 19085
10824, 15221, 19668, 19696, 17956, 18856, 19107, 19974, 19151, 19165
