Low Priority WRET
14884, 18862, 17256, 17959
16738, 15185, 16810, 18617, 18706, 19516, 16958
16266, 16607, 15118, 15506, 16236, 17462, 19491, 19770
16816, 17487, 17689, 12178, 22386, 22516, 22209, 20974, 20681, 21041, 21051, 20893, 8929, 17389, 19102, 16703, 18947, 16910, 17557
16513, 16859, 12884, 17032, 16406, 14312, 15676, 15606, 15467, 15625, 18132, 18316, 15730, 19944, 20902, 19920, 19135, 21206, 21478, 21514
11549, 16298, 15860, 15542, 21330, 22581, 19571, 21321, 18546, 19503, 17852, 17448, 16345, 15909, 15843
16262, 17978, 19354, 14576, 15998, 16265, 16606, 15779, 16814, 18209
15088, 14742, 15445, 16534, 16646, 16632, 15175
6502, 11274, 15775, 19204, 19271, 19329, 16078, 16060, 16057, 16101, 17770, 18226, 18122
16707, 17293, 17413, 16765, 16846, 18174, 18409, 18486, 17685, 17445
16926, 18073, 14318, 14986, 17113, 17496, 11942
13083, 17988, 15069, 17036, 17688, 15622, 16156, 16488, 16674, 16872, 16134, 16300
16324, 
