Low Priority WRET
10351, 10624, 10970, 10104, 10255, 10442, 14339, 15367, 14304, 15649, 14816, 16581, 16500, 15794, 15231, 16989, 17166, 16683, 16138, 16975, 15956, 15714, 14514, 15586, 15766, 15834, 15027, 15215, 14904, 15037, 15113, 15645, 16496, 16514, 16077, 14765, 13822, 14788, 15609, 15979, 15686, 15566, 9709, 13254, 14308, 10746, 16598, 14502, 14111, 14194, 16301, 16723, 17848, 15346, 15213, 13888, 14733, 15056, 15338, 15628, 16948, 15573, 15387, 16316, 17187, 10208, 12072, 14765, 13455, 13604, 13993, 14238, 13829, 14354, 17889, 15278, 8904, 13111, 8540, 16714, 11870, 13087, 13739, 13762, 13189, 14102, 14139, 12860, 13123, 13527, 13621, 14208, 13547, 13442, 13735, 14291, 14394, 14467, 13675, 14100, 13445, 13468, 14404, 13992, 13507, 12386, 12548, 12569, 13586, 13625, 14175, 14231, 14250, 13251, 13207, 13291, 13218, 12554, 14442, 14483, 12568, 12723, 13758, 11286, 15345, 16442, 16090, 14429, 13967, 14389, 15165, 15904, 15897, 14166, 14685, 14876, 14965, 14299, 14259, 15308, 15255, 14867, 14953, 15171, 15221, 15282, 15464, 15505, 15338, 15199, 15348, 15354, 15384, 19629, 11450, 14367, 16177, 13687, 14198, 14251, 14165, 14388, 15772, 13915, 14480, 14676, 14657, 13811, 14510, 14624, 14563, 15150, 15322, 15298, 14132, 14877, 14898, 15232
16093, 13394, 15852, 15336, 7014, 7127, 7176, 7491, 13874, 12934, 13451, 12949, 13179, 13128, 13274, 14055, 12824, 12717, 13552, 13595
15319, 13937, 13660, 14228, 14039, 13995, 14132, 13567, 14184, 14449, 14685, 14428, 14526, 14420, 14564, 14414, 14473, 14267, 14355, 14503, 14620, 13972, 14657, 13992, 13929, 13571, 14088, 14725, 14639, 13709, 14074, 13915, 13305, 14190, 15510, 16232, 12687, 14115, 15156, 9347, 9386, 8319, 8538, 8799, 8245, 8409, 8284, 8351, 8016, 8194, 9009, 9220, 9174, 11522, 12801, 13090, 13651, 13608, 14372, 10112, 14538, 8537, 8776, 13186, 13955, 14192, 14515, 13025, 12564, 13851, 12615, 13911, 14522, 13697, 14074, 14476, 13528, 14225, 14599, 14025, 14404, 14474, 13198
