Low Priority Execution Time
21044, 18675, 17235, 18192, 17343, 16377, 15787, 17335, 15447, 15139, 16733, 15808, 15709, 13187, 16742, 18542, 14656, 16069, 13921, 16691, 18100, 17374, 17284, 9758, 13773, 20556, 17637, 10251, 14809, 14864, 15984, 16320, 13969, 14319, 12651, 17062, 18262, 14346, 15269, 18087, 15250, 19687, 14967, 21303, 12674, 18827, 17419, 18499, 17121, 13500, 19266, 14012, 16606, 15980, 15413, 18206, 15020, 6289
22060, 20469, 21210, 22836, 18454, 9547, 11215, 24579, 
