High Priority Execution Time
7106, 11650, 11399, 11444, 11808, 11907, 11540, 11676, 11147, 11943
13249, 12410, 12246, 12068, 12061, 12152, 12082, 12240, 12313, 12099
7565, 11971, 11816, 12919, 8664, 12059, 11706, 11722, 11835, 11789
6583, 11541, 11442, 11596, 11838, 11795, 11757, 11550, 11652, 10745
14817, 14214, 13668, 13129, 13172, 14337, 13132, 13718, 14173, 15384
10965, 11692, 11673, 11975, 11775, 11749, 11681, 11652, 11501, 12532
15019, 14098, 13868, 12808, 12694, 13406, 12513, 13598, 13778, 15027
6813, 11234, 12630, 11735, 11963, 11656, 11947, 11778, 12421, 11644
7591, 12064, 11881, 12047, 12016, 12041, 11943, 11906, 11774, 11996
10995, 10409, 11920, 11390, 11421, 11605, 11625, 11512, 12029, 11425
7825, 11827, 12243, 11896, 11887, 11820, 11890, 11848, 11895, 12070
7603, 11675, 12234, 12213, 12274, 11827, 11517, 11872, 13087, 12197
