High Priority WRET
7106, 11840, 11928, 11797, 11949, 12270, 12235, 12293, 11996, 12307
13249, 13431, 13532, 12561, 12408, 12395, 12387, 12559, 12565, 12535
7565, 12453, 12634, 13051, 12971, 12985, 12234, 12258, 12125, 12170
6583, 11715, 11867, 11828, 12005, 12306, 12312, 12173, 11982, 11921
14817, 15969, 16552, 14880, 14556, 15789, 15420, 15354, 15307, 15845
10965, 11967, 12051, 12104, 12139, 12153, 11968, 11958, 11990, 12669
15019, 16966, 17351, 15367, 14705, 14258, 14096, 15419, 15082, 15470
6813, 11234, 12636, 12709, 12790, 12172, 12173, 12206, 12775, 12533
7591, 12238, 12341, 12303, 12295, 12384, 12343, 12261, 12314, 12408
10995, 11324, 11936, 11942, 12012, 11757, 11810, 11932, 12396, 12273
7825, 12174, 12440, 12491, 12445, 12123, 12164, 12126, 12174, 12295
7603, 11832, 12288, 12688, 12713, 12769, 12544, 12262, 13318, 13466
