Low Priority WRET
12942, 21046, 12687, 17221, 17356, 16836, 17184, 17054, 17054, 17143, 14090, 16107, 17852, 14607, 15670, 16946, 17089, 17497, 14427, 17306, 17371, 15112, 16013, 15870, 15870, 17565, 17643, 17643, 15327, 15229, 15290, 15453, 15747, 15723, 15744, 16558, 16978, 15034, 16944, 17876, 16698, 14249, 16921, 17867, 15750, 16217, 17979, 15949, 17669, 17669, 16955, 16993
20169, 21330, 18642, 16618, 18303, 17545, 14820, 16675, 17381, 14242, 16776, 14758, 17787, 15770, 16248, 16913, 14832, 17428, 13027
20523, 17243, 17718, 18008, 17899, 17091, 16259, 18146, 14601, 17071, 16939, 14941, 16753, 14333, 17501, 14929, 18384, 14577, 16579, 14483, 17822, 14571, 17922, 16365, 16735, 12820, 12957, 13579, 12112, 12034, 12331, 12305, 11957, 11282, 9954, 11314, 11366, 11164, 10134, 11177, 11177, 11355, 10527, 11600, 11505, 11338, 9875, 11456, 11463, 11421, 10211, 11547, 11547, 11518, 10634, 10503, 11835, 11917, 12215, 12153, 12043, 11953, 11803, 11541, 17630, 13852, 16487, 17022, 16382, 16453, 17705, 17746, 13630, 17706, 16866, 10950
21589, 9638, 14350, 16057, 17716, 17386, 17779, 18170, 18019, 18053, 18276, 18339, 18711, 18870, 18182, 18597, 18016, 18503, 18886, 18839, 18868, 18322, 15851, 18462, 15234, 17420, 17352, 15730, 15928, 15704, 18212, 15363, 17819, 10700
13169, 16161, 18214, 18493, 20206, 19639, 20318, 19028, 15870, 21084, 18701, 18875, 10551
19753, 15236, 17286, 17504, 18376, 16221, 17334, 18040, 15707, 18057, 18224, 15657, 18646, 18693, 17135, 17310, 17846, 17273, 15502, 15763, 18269, 18269, 18144, 16099, 16503, 17626, 17407, 16000, 18180, 18124, 14757, 16004, 15184, 17830, 15933, 17367, 16386, 17042, 9904, 11311, 12668, 11651, 12026, 12489, 12037, 12063, 12069, 12000, 11170, 12171, 12358, 12315, 11916, 12261, 12221, 12159, 11101, 12268, 12114, 12284, 12230, 12484, 12525, 12561, 12690, 12769, 12710, 12396, 12504, 12643, 12717, 12720, 12641, 12430, 17593, 17590, 14677, 18847, 18849, 16091, 18210, 18210, 18210, 15872, 16628, 13893, 17423, 17474, 16817, 18261, 16913, 17140, 15388, 16250, 16106, 14473, 16438, 18192, 18798, 18798, 14169, 17770, 17770, 14284, 14935, 16422, 21771, 18884, 14630, 16710, 14341, 17101, 17101, 14766, 17084, 15297, 15890, 17534, 14743, 17349, 13943, 17782, 16839, 16465, 15021, 18246, 18382, 14643, 16946, 15473, 17044, 19086, 18076, 18381, 18164, 18752, 18948, 19071, 10306, 10608, 12103, 12322, 12403, 11772, 11545, 11432, 11831, 10764, 11952, 11828, 12010, 10905, 11451, 11363, 11306, 10436, 17124, 17744, 14547, 15038, 15223, 15452, 15560, 15486, 15767, 15592, 16364, 15956, 17808, 16105, 16792, 16110, 18351, 12544, 13250, 15877, 15977, 16808, 15497, 16630, 16483, 16931, 17430, 18247, 9368, 12283, 12701, 12701, 12128, 14721, 18246, 15011, 16949, 15580, 16225, 15772
20151, 16705, 16215, 17639, 15760, 17572, 16795, 15724, 17420, 18277, 19740, 
