Low Priority WRET
18390, 30432, 24865, 27907, 9968, 25270, 28790, 29849, 25809, 21401, 17983, 17035, 21128, 21851, 22017, 19561, 19074, 19120, 20232, 20855, 20871, 19057, 23450, 22388, 18490, 18833, 20286, 21854, 20241, 20893, 19651, 20029, 19391, 17748, 19804, 22379, 22326, 21673, 18121, 22324, 23053, 23525, 19822, 22869, 22323, 21432, 20029, 22149, 22441, 21859
15005, 19948, 16769, 17518, 18440, 20552, 22211, 21647, 19632, 19812, 22097, 21597, 20135, 20255, 23112, 26152, 26717, 23030, 20985, 21540, 21201, 19367, 17075, 19551, 22780, 22914, 18505, 20076, 20018, 19984, 19945, 19175, 18964, 18141, 18247, 20276, 21079
