Low Priority WRET
13342, 12896, 12657, 12889, 13782, 15074, 14237, 9078, 13189, 10318, 13481, 14387, 12460, 10857, 13238, 12967, 14035, 14080, 8456, 12466, 13610, 15908, 16038, 16252, 13529, 16616, 16915, 15072, 16639, 15240, 16973, 14931, 15835, 15459, 16894, 14383, 16255, 14366, 15849, 14446, 15728, 13955, 15532, 14134, 15520, 15717, 16184, 16259, 15900, 16044, 12951, 12890, 13454, 12689, 12907, 13121, 13360, 12828, 12948, 12668, 12668
8851, 15289, 12779, 14511, 15633, 14114, 14318, 14008, 13193, 14602, 14387
