Low Priority WRET
14721, 7518, 8182, 8067, 7283, 7199
8217, 13980, 10210, 7182, 8019, 10531, 7383, 7460, 7868, 9986, 10224, 10942, 10986, 10835, 10625, 10747, 10533, 6828, 11197, 11233, 9820, 7534, 7714, 7916, 11610, 13078, 7021, 7481, 7739, 8116, 9147, 8045, 8299, 8624, 9189, 10338, 7064, 7420, 7553, 7873, 8201, 7090, 7370, 7436, 14280, 9341, 10540, 8044, 8922, 9925, 15310, 8214, 9431, 9856, 9886, 9925, 9920, 10915, 11441, 13393, 16403, 16895, 7652, 7941, 8009, 8073, 8103, 8062, 8124, 8236, 8293, 8835, 8714, 8677, 8513, 7724, 7452, 7902
11386, 8221, 8376, 8566, 8566, 7942, 13508, 7483, 6744, 7284, 7174, 10381, 10500, 10647, 10647, 7061, 7150, 7164, 7187, 7735, 8618, 8728, 8714, 7693, 9656, 10346, 10346, 10346, 9064, 8098, 8098, 7444, 7764, 10090, 10090, 15794, 15752, 8118, 8118, 7191, 7176, 7452, 7700, 7572, 7671, 7650, 7647, 7754, 7739, 7486, 7711, 7644, 7448, 7472, 7181
7699, 9155, 9612, 7297, 7978, 8540, 9725, 9725, 9725, 14095, 7948, 10633, 7084, 8023, 7831, 7393, 8233, 7278, 7384, 8452
7831, 11554, 7271, 7444, 7310, 7356, 7495, 7849, 7889, 9238, 9034, 6963, 7271, 8094, 7966, 8488, 11696, 12343, 6424, 6840, 7453, 8160, 8280, 9265, 9206, 11744, 7860, 8253, 7175, 8529, 8914, 9055, 9812, 15315, 9981, 8053, 8219, 8364, 9551, 12612, 12293, 7628, 7775, 8465, 10690, 10663, 10426, 9848, 10428, 15488, 7241, 7494, 8557, 8735, 8735, 8515, 8914, 8591, 9322, 7225, 7486, 7122, 8334, 8644, 8644, 8973, 8736, 8896, 8804, 8790, 8808, 8003, 9599, 10628, 8210, 9026, 9153, 9193, 8912, 8576, 14558, 7480, 9927, 10858, 11056, 11189, 6989, 7124, 5983
8846, 7303, 8061, 8382, 12979, 14140, 17030, 17278, 17278, 17278, 17278, 8708, 8650, 8690, 9088, 9960, 10328, 10553, 10553, 11029, 10790, 10807, 10649, 10614, 10459, 10867, 10722, 10188, 10268, 12884, 13099, 13099, 7942, 8533, 8771, 8592, 12640, 8043, 7668, 7634, 8095, 8484, 9444, 9505, 8413, 8764, 9349, 10018, 9619, 6970, 10068, 11630, 11656, 11656, 8024, 8120, 12475, 15907, 6183
6869, 7513, 7614, 7845, 7931, 9830, 8435, 9133, 9936, 7685, 8252, 8271, 9377, 9121, 9487, 8024
