High Priority Execution Time
22058, 21598, 25092, 25149, 18819, 20577, 21297, 21347, 20780, 21740
27727, 25120, 23821, 21780, 21401, 22476, 22162, 21707, 22357, 21931
15802, 23828, 21761, 21356, 22164, 21602, 16699, 21566, 21854, 21768
27682, 21777, 22980, 20491, 21316, 22248, 22317, 22028, 21865, 21551
18176, 26984, 26679, 22068, 22680, 24062, 21928, 24475, 23865, 23414
7173, 12337, 30993, 23225, 17509, 18808, 26755, 27188, 29694, 29445
26039, 21497, 23302, 20348, 21027, 21855, 22060, 21778, 21999, 22554
29731, 21697, 25096, 19973, 21014, 22045, 24699, 23217, 22550, 21446
24690, 22665, 22608, 21483, 21931, 21712, 21638, 21554, 21831, 22262
26777, 25009, 22876, 20262, 21917, 21423, 22143, 22099, 21505, 21654
13893, 20549, 22721, 20612, 19888, 21519, 21852, 21899, 21602, 21722
18837, 20475, 25312, 21660, 23066, 21627, 21367, 22310, 21498, 21133
