Low Priority WRET
7585, 10474, 7172, 7290, 6743, 7334, 7917, 7593, 7447, 7606, 8814, 8130, 7188, 7081, 8676, 7468, 7547, 7482, 7284, 7546, 6870, 7038, 6884, 7074, 6929, 7386, 7326, 7411, 7793, 7749, 7799, 6693, 7488, 10088, 
