Low Priority WRET
8311, 16630, 17210, 11158, 13901, 10780, 17261, 10592, 12694, 14018, 8957, 8957, 15289, 8713, 13321, 16661, 9600, 16526, 15727, 5224, 14631, 9182, 15615, 9808, 17222, 10843, 18947, 14271, 7575, 17510, 16544, 6042, 13465, 4305, 5737, 15250, 7072, 16365, 3972, 7041, 13943, 4044, 6625, 16870, 13775, 14828, 7382, 12173, 7554, 14265, 7525, 19278, 5171, 14352, 5514, 16950, 7489, 16732, 15808, 11949, 17588, 10226, 15522, 5733, 15630, 11982, 16903, 6757, 14565, 7349, 12053, 12104
3639, 14281, 13753, 16005, 7836, 17336, 10735, 18186, 11356, 11356
3856, 7131, 17210, 6749, 15947, 7021, 18772, 5080, 17214, 4135, 14345, 3556, 16212, 3557, 6411, 12247, 3507, 4705, 17157, 3829, 7515, 15753, 15251, 15251
3337, 17693, 7392, 18547, 5491, 15374, 7826, 10126, 15585, 8653, 12361, 12361, 12361, 16035, 7662, 16151, 8729, 11168, 10359
15329, 4228, 10852, 19425, 16502, 18115, 7576, 13438, 6652, 16715, 16707, 14264, 3605, 9620, 9620
3245, 16055, 4375, 14958, 5001, 13346, 5427, 14349, 4296, 6251, 13384, 20423, 5988, 15815, 5061, 15879, 4555, 15311, 
