High Priority Response Time
2585, 9282, 11940, 14705, 11700, 11710, 12664, 13229, 10534, 11085, 11216, 13163, 11286, 11777, 12277, 11677, 11225, 11618, 12167, 10460, 11223, 12706, 11971, 7976, 10259, 9561, 10632, 9612, 10182, 9879, 9938, 9356, 12097, 11545, 12282, 8774, 10192, 10509, 10661, 8740, 8388, 10058, 10810, 9943, 9353, 10776, 10673, 11322, 10501, 10326, 11031, 9809, 9873, 9581, 11821, 9551, 9497, 10984, 12210, 11635, 10921, 9367, 11473, 10979, 11329, 8774, 9396, 11895, 10673, 10031, 8362, 10694, 11812, 10820, 9598, 7815, 8587, 11592, 10901, 10059, 8911, 10966, 11193, 11191, 10216, 9927, 10392, 10272, 11708, 10292, 10220, 9739, 10237, 10850, 11075, 9646, 10090, 10242, 12451, 8274, 9965, 10188, 10069, 10570, 10221, 10798, 10572, 11716, 10400, 10849, 10484, 13897, 8400, 9826, 11465, 11831, 10798, 8524, 10801, 11638, 10264, 9392, 10331, 10068, 10707, 6872, 8176, 14198, 11280, 11784, 11622, 10742, 12403, 11195, 11416, 11046, 12073, 11665, 10180, 10129, 10521, 10999, 11723, 11306, 13290, 10977, 12908, 11572, 11466, 12096
1677, 9016, 9851, 11825, 11221, 11176, 11449, 10815, 10001, 10939, 11223, 12112, 10871, 10834, 10802, 11493, 9452, 10443, 13062, 12415, 13621, 13124, 12000, 10576, 11843, 14054, 11623, 12769, 12714, 11878, 9588, 8905, 11570, 12140, 10920, 7272, 12545, 12297, 11953, 11352, 10328, 11726, 11922, 11671, 12573, 12019, 11077, 11045, 11946, 11719, 11891, 11981, 11160, 11010, 12117, 10370, 11877, 10822, 13776, 10874, 11508, 9987, 11286, 12191, 11192, 11045, 11498, 11559, 12681, 11335, 9462, 11144, 12436, 12155, 11257, 7803, 10017, 11938, 11419, 11844, 9888, 12002, 10707, 11466, 12320, 9840, 9449, 10172, 11393, 11469, 11506, 9842, 11889, 12269, 10107, 10278, 12022, 11644, 13280, 10504, 10921, 11089, 10803, 12169, 11549, 12513, 12800, 10867, 10328, 12625, 11273, 10808, 8474, 9884, 11510, 11525, 12517, 11064, 11355, 10291, 10401, 10820, 11986, 11356, 11057, 8474, 10180, 11184, 10954, 10623, 9534, 11057, 13119, 11015, 10768, 10779, 12334, 11025, 9894, 10082, 11457, 9490, 9971, 11522, 12550, 11348, 11447, 11784, 11338, 12996
11898, 7386, 11572, 8726, 6570, 10454, 10815, 8326, 10241, 10791, 10785, 7369, 9172, 7373, 8894, 6360, 8641, 8662, 8602, 8647, 7444, 9842, 6564, 6585, 7969, 9014, 8135, 6596, 8300, 9780, 8204, 7829, 9147, 10011, 7976, 6422, 8424, 9572, 7699, 7353, 7183, 10085, 8587, 8010, 8997, 9128, 8486, 8819, 9100, 8349, 8046, 9099, 8814, 10214, 8579, 8100, 6801, 8167, 7904, 8366, 8192, 9385, 7349, 9295, 8631, 7600, 8455, 10125, 7518, 7964, 8373, 8635, 8753, 9813, 7220, 5125, 9321, 8941, 8339, 8717, 9731, 9682, 7990, 9921, 8831, 9275, 8352, 7788, 8914, 9722, 10154, 9417, 7859, 10313, 8328, 9428, 8840, 8987, 9862, 6886, 8429, 11192, 6572, 9100, 9796, 8951, 9293, 9027, 8940, 8415, 12508, 8095, 9054, 9794, 9673, 8723, 7855, 8501, 10008, 8941, 9195, 8722, 9320, 11108, 7131, 6770, 9124, 9766, 8513, 8656, 10765, 8599, 8413, 8758, 6880, 9491, 9469, 8223, 8420, 9245, 7585, 8546, 8264, 8050, 9515, 8280, 8889, 9080, 11182, 8152
1690, 5067, 6954, 9134, 6778, 4708, 8696, 10513, 6609, 5219, 8436, 11983, 8939, 9277, 8899, 10445, 4200, 10734, 8926, 10304, 9568, 8926, 11910, 5143, 5043, 7183, 10625, 6837, 6390, 8558, 11854, 7785, 8261, 9497, 11022, 5632, 7868, 7628, 10642, 6550, 6696, 5545, 10276, 8250, 7480, 9591, 8901, 8298, 7866, 9092, 9580, 8555, 7978, 7264, 10670, 7127, 5885, 4870, 7992, 9209, 8368, 7888, 8587, 5969, 10337, 6648, 6606, 8952, 9809, 7853, 6446, 8910, 8426, 7610, 11350, 4851, 5066, 10411, 10372, 9435, 8378, 9485, 7887, 9244, 8520, 8494, 9562, 6887, 6495, 8433, 9395, 9642, 9522, 9713, 10015, 5324, 6288, 6977, 8263, 7512, 6223, 9616, 11955, 8083, 8568, 8657, 9972, 11242, 9182, 7966, 7155, 10764, 5381, 8322, 9427, 10406, 7125, 5627, 8808, 11102, 7615, 9179, 9974, 10166, 10167, 4014, 5352, 10841, 10162, 6452, 7191, 9656, 7897, 6979, 8251, 5942, 9805, 8750, 7994, 7573, 9260, 7234, 7551, 8803, 8566, 10525, 9944, 9773, 8747, 10883
1786, 6821, 8687, 11234, 6196, 6689, 6927, 10133, 6880, 7900, 8986, 11163, 7982, 8965, 9835, 8716, 6041, 8681, 9544, 8878, 8643, 8729, 11867, 7716, 7601, 8756, 10904, 7332, 7828, 8130, 10736, 7604, 8008, 7340, 10239, 6580, 7152, 7910, 12605, 7346, 6455, 8267, 10779, 9728, 10110, 7622, 10290, 9644, 7861, 10335, 11536, 8033, 7826, 7601, 9503, 9523, 7963, 7379, 9759, 11040, 7988, 9179, 8377, 7817, 11982, 7614, 10636, 9117, 11066, 7838, 5917, 9837, 9586, 10852, 10296, 7323, 7546, 11879, 10945, 11008, 7840, 9400, 8064, 9233, 8248, 7823, 9017, 8724, 9304, 10198, 10418, 8781, 9736, 8199, 10154, 5884, 7830, 7405, 9280, 7093, 7533, 8002, 10422, 7620, 7781, 9477, 9425, 9302, 7326, 7183, 8218, 10509, 7177, 9111, 10861, 12491, 8983, 7244, 8122, 10755, 8090, 8081, 9115, 10114, 10650, 5562, 7566, 11567, 9138, 8044, 8697, 10995, 9826, 8516, 9574, 7987, 10547, 10238, 7141, 7471, 10087, 7806, 8265, 9261, 9018, 10368, 8715, 9660, 8911, 10800
2894, 8209, 10804, 10846, 11403, 12269, 12535, 10379, 9823, 11643, 12202, 12411, 11186, 11216, 12430, 11424, 11779, 11820, 13488, 11584, 11757, 11746, 12018, 9914, 10677, 10679, 10522, 11130, 10614, 12062, 11173, 10029, 11350, 12004, 13000, 9707, 12032, 11032, 12857, 10226, 10351, 11415, 11643, 11303, 10550, 11372, 11793, 11850, 11961, 12176, 11781, 11747, 11445, 10303, 11873, 11872, 12782, 13138, 11921, 11897, 12106, 12565, 12045, 12295, 13030, 12987, 12833, 13749, 12731, 11693, 11778, 13051, 13544, 14585, 12284, 10695, 13263, 13521, 13624, 13000, 12185, 13185, 12014, 12646, 13116, 12335, 13742, 12906, 12747, 13056, 13200, 12287, 11702, 11119, 12553, 9681, 10551, 10712, 12005, 11768, 10861, 11890, 10795, 11899, 11041, 11663, 10756, 11696, 10350, 10628, 12078, 11468, 9969, 10727, 11035, 11901, 10663, 10111, 11121, 10443, 10363, 11364, 10679, 12253, 10667, 9488, 12380, 11501, 11171, 10940, 10892, 10347, 11444, 11863, 10962, 10405, 11909, 10711, 9919, 11485, 11716, 10890, 9983, 9691, 10895, 11327, 11410, 12091, 10714, 11515
2684, 8381, 12621, 15926, 13435, 13227, 12587, 13117, 11194, 12605, 13480, 16439, 12563, 13143, 12528, 12649, 11794, 12306, 13470, 12412, 12493, 12363, 12756, 9249, 9514, 10999, 11144, 9029, 9304, 11146, 11445, 9930, 11223, 12167, 12638, 8034, 11001, 10646, 11511, 8644, 7857, 11265, 12427, 10211, 9379, 11628, 10494, 10531, 11090, 10030, 12181, 11504, 11484, 10703, 12434, 8880, 8590, 10379, 11280, 9681, 9231, 9388, 11223, 9865, 12385, 9102, 8963, 10616, 10581, 11577, 8147, 12304, 12114, 11099, 10731, 7885, 9916, 12280, 10215, 12122, 9438, 11637, 10747, 10817, 10891, 10374, 11206, 10690, 10986, 12202, 10395, 9706, 10463, 10975, 10823, 9630, 12494, 10481, 12060, 10311, 10229, 11712, 10891, 10490, 11227, 11714, 10089, 10128, 10130, 10106, 10749, 11618, 7947, 9400, 12023, 11994, 11903, 8545, 10213, 11582, 10655, 11270, 10653, 12355, 12127, 8359, 10236, 14221, 12818, 11612, 11585, 12163, 13067, 11981, 11129, 11205, 13224, 12021, 12038, 11593, 12242, 11813, 11900, 12453, 13394, 11123, 12406, 12592, 12134, 13250
4113, 7986, 12574, 11740, 11118, 11676, 12098, 12345, 10735, 11943, 11579, 10420, 8786, 9460, 10247, 9694, 10516, 8529, 10303, 9270, 10217, 9893, 11777, 10143, 10623, 13576, 10624, 12424, 11445, 13112, 11839, 11793, 12612, 12429, 12115, 9674, 12259, 10862, 10072, 9924, 10508, 11321, 12309, 12120, 12657, 11017, 11458, 11298, 12173, 11216, 11770, 12629, 12243, 11673, 10981, 12409, 12349, 11929, 11324, 10301, 12102, 10811, 11021, 10753, 11448, 10722, 11488, 12132, 11449, 10277, 11315, 10217, 11339, 13559, 11181, 8594, 10965, 11579, 11822, 11288, 12170, 11411, 11188, 11514, 11748, 11810, 10151, 11884, 11763, 11367, 11797, 11261, 11212, 13554, 12122, 10765, 10191, 11766, 12573, 10979, 10888, 11230, 11041, 10402, 10710, 11619, 12130, 11374, 10843, 11092, 11808, 13160, 10493, 11340, 11626, 12522, 11363, 11946, 11453, 11713, 10727, 10326, 10492, 10531, 10311, 8310, 11936, 11598, 11530, 12104, 11712, 10482, 11144, 11512, 11357, 10517, 12665, 10330, 9896, 10832, 11282, 11139, 12366, 11778, 10608, 13087, 12284, 11830, 11501, 12298
6676, 5332, 12711, 9884, 8865, 9078, 10735, 8883, 8671, 9565, 11091, 9445, 10433, 9117, 9959, 7790, 9878, 10065, 9573, 9423, 9286, 12420, 6917, 6692, 9678, 10545, 9622, 9067, 10403, 11749, 9053, 9104, 9343, 10847, 8631, 6868, 9353, 10441, 8507, 8428, 8845, 11356, 9756, 9146, 10169, 9749, 9632, 9822, 9835, 9658, 9355, 9806, 9440, 10413, 9159, 8789, 9659, 9537, 10332, 9443, 9195, 9984, 8917, 10368, 8901, 9002, 9715, 10758, 9341, 9741, 9947, 9161, 10628, 10408, 7792, 6200, 10331, 9655, 8750, 9044, 9649, 9482, 9088, 9539, 9486, 9855, 8800, 8483, 8751, 9974, 9527, 9854, 8357, 10373, 8823, 8108, 8878, 9985, 9250, 8589, 9223, 12161, 8591, 9805, 9584, 9363, 9679, 9341, 9587, 8843, 10945, 8912, 9101, 10147, 10681, 9296, 9406, 9129, 9554, 8591, 9243, 9804, 9690, 10385, 7310, 7839, 10212, 9886, 9226, 8804, 10598, 9067, 9336, 9210, 8549, 9717, 9623, 9771, 8476, 10568, 8465, 9387, 8454, 8302, 11084, 9152, 9941, 11166, 11676, 9217
2585, 7892, 10883, 10642, 11395, 11978, 13001, 11178, 10339, 12431, 11508, 12817, 11392, 10902, 12267, 10668, 11528, 11389, 12035, 11844, 12133, 11261, 13690, 10937, 11481, 11308, 11209, 10357, 11273, 14608, 11276, 11729, 13606, 13112, 11896, 9926, 13957, 14501, 13137, 10911, 11523, 11739, 11392, 13779, 13297, 12553, 12467, 13519, 12063, 11537, 11730, 12004, 12885, 11857, 11411, 12202, 12277, 13743, 12455, 11269, 11260, 11507, 12230, 11584, 10864, 11339, 11646, 10957, 11170, 10121, 11055, 10900, 11602, 12873, 11988, 8981, 11669, 12328, 11975, 10931, 10821, 10631, 11880, 11492, 11136, 10956, 11010, 10747, 10662, 10551, 12574, 11009, 11775, 13471, 11686, 10549, 11091, 10959, 12497, 10210, 11870, 11234, 11444, 10967, 11066, 10912, 11243, 11594, 10974, 11159, 11663, 11476, 10085, 11145, 11646, 12199, 11061, 10378, 11312, 9733, 9750, 10173, 12881, 11024, 12096, 9390, 12849, 11797, 11641, 12912, 11552, 11288, 12362, 11377, 12177, 11143, 11507, 12722, 10594, 12552, 12383, 11344, 10603, 12358, 11542, 11738, 10755, 12210, 12528, 11940
