High Priority Execution Time
17374, 17096, 16946, 18013, 14426, 14955, 14458, 14616, 14296, 15703
7651, 7408, 16469, 16327, 16451, 15688, 15897, 15533, 15849, 15658
9693, 15220, 14982, 17895, 18446, 18430, 18667, 16835, 19250, 18061
16227, 15429, 15078, 15453, 15183, 14919, 15393, 14903, 14682, 15304
13446, 14461, 16440, 16067, 16372, 16403, 16399, 15607, 15714, 15783
16102, 15192, 15478, 14174, 14422, 13880, 13803, 14029, 14228, 13719
9217, 14299, 17878, 15092, 15108, 15423, 15002, 15589, 15421, 15033
16213, 15363, 15461, 15063, 16907, 17536, 15056, 15091, 17531, 17285
12335, 15526, 15880, 15616, 14990, 15158, 15324, 14837, 15578, 15215
6561, 5909, 17198, 15595, 15280, 14766, 15023, 15173, 15034, 15245
7166, 11992, 16410, 15993, 17147, 15998, 14735, 16156, 17010, 16401
17114, 15574, 15476, 15534, 15386, 14583, 15810, 15297, 15222, 15013
