Low Priority WRET
16732, 17879, 10967, 13430, 13864, 14064, 13641, 13038, 13934, 13696, 13660, 13550, 13834, 13499, 13543, 13640, 13730, 13659, 13648, 14017, 14141, 20183, 14748, 20484, 15237, 16896, 15181, 16386, 15084, 14796, 12967, 15114, 19092, 
