Low Priority WRET
8092, 8274, 12088, 13205, 11560, 9874, 9874, 11994, 12931, 12931, 11738, 11211, 11993, 15165, 15165, 15165, 11705, 8811, 11300, 12576, 12993, 12362, 12095, 14066, 14599, 13818, 11789, 14452, 14254, 14380, 13014, 11022, 11722, 12962, 12962, 12231, 11551, 15941, 15984, 15161, 10683, 9983, 15170, 16141, 9120, 11543, 12975, 13988, 13988, 15105, 13829, 15767, 12331, 12331, 12727, 15751, 15444
3597, 4555, 4890, 8741, 9244, 9244, 6429, 9704, 9925, 12706, 10748, 3404, 8462, 8781, 10123, 8139, 10050, 10963, 8367, 8367, 8518, 6716, 9416, 9416, 5270, 7980, 7980, 7593, 4178, 6302, 7386, 10541, 3496, 3616, 4888, 5690, 8966, 8988, 8944
4973, 10932, 11858, 10417, 7053, 7053, 12243, 15312, 11915, 15979, 15979, 13921, 13921, 13921, 11190, 11757, 14009, 14009, 9232, 12404, 12404, 12404, 8073, 11415, 12471, 12471, 10427, 9439, 13871, 13871, 13154, 16197, 10565, 10945, 11984, 11835, 10807, 11149, 13030, 10500, 10159, 6937, 12858, 12858
4420, 8544, 11962, 12935, 14741, 13142, 6607, 11665, 12801, 12801, 8030, 8225, 13388, 13889, 3680, 5127, 11236, 11236, 9130, 9306, 11419, 11419, 10653, 8229, 12235, 12235, 12235, 12046, 12046, 12582, 9570, 11287, 8735, 9024, 7697, 8363, 8103, 8298, 10323, 9930, 10451, 7589, 7828, 7234, 12744, 12744, 12744, 5892, 6056, 6204, 6170, 9158, 9460
10214, 10214, 12762, 12641, 12701, 10959, 12311, 12311, 10328, 12558, 15485, 10632, 10854, 12646, 10487, 12250, 12764, 12948, 12934, 10314, 12667, 12667, 11020, 12390, 12813, 11558, 15220, 9790, 13058, 13211, 9585, 10246, 12104, 13120, 10614, 10746, 11214, 13878, 15340, 6629, 8632, 13209, 11297, 12412, 10904, 15298, 12200, 12427, 12427, 12450, 11639, 14662, 14662, 14258, 11527, 12265, 12334, 12487, 12433, 12274, 14462, 13568, 13568, 10731, 13122, 13000, 4897, 9927, 19026, 19026, 7292, 10380, 13967, 14516, 14354, 14596, 14956, 9749, 8958, 14023, 17092, 2898, 3893, 6181, 12503, 13793, 3126, 8514, 11178, 11178, 10084, 5025, 7146, 14949, 14949, 3258, 7810, 11138, 11138, 9130, 5004, 11042, 11042, 11042, 6035, 4974, 11332, 11332, 11332, 5408, 6488, 10117, 10117, 9654, 5645, 8682, 8721, 8721, 7238, 5004, 9759, 9759, 4681, 4681, 4508, 9675, 9926, 9926, 6177, 5065, 8067, 8909, 8909, 6833, 7672
3268, 6257, 12265, 6060, 11918, 9236, 6506, 7655, 13339, 7967, 12967, 8428, 10816, 10464, 2571, 3322, 6751, 10040, 11165, 10633, 10633, 10856, 12095, 13049, 6293, 14259, 15598, 5450, 11310, 11310, 11310, 10032, 11172, 11543, 10269, 9435, 9996, 11857, 9651, 10132, 10629, 10038, 9987, 9042, 10339, 4178, 11428, 12204, 6355, 8541, 11194, 11194, 5057, 4439, 4807, 5699, 9698, 9698, 9204
5369, 8690, 10008, 11456, 13910, 13910, 12222, 14056, 18821, 6261, 9364, 14241, 13521, 14161, 13007, 12857, 14473, 12020, 4893, 9906, 13753, 4248, 12603, 14734, 6432, 10940, 12189, 4298, 4360, 5140, 12217, 4860, 6929, 12165, 3122, 8309, 15761, 3811, 7973, 8099, 8297, 7218, 6549, 12541, 12611, 6552, 12219, 12219, 4513, 5620, 7384, 7759, 7759, 5634, 7430, 10239, 10239, 9245, 5009, 9748, 13209, 3039, 5634, 9625, 9459, 5368, 5629, 6529, 6570, 6570, 5221, 8044, 8044
