Low Priority WRET
3784, 3960, 16621, 20055, 3567, 8126, 12789, 3002, 3002, 11879, 21389, 2995, 15222, 16319, 3266, 10201, 13241, 15223, 14535, 7591, 14098, 17334, 9675, 9675, 14492, 15591, 11458, 2931, 10517, 13989, 13822, 5598, 5598, 12399, 13558, 3013, 4883, 4936, 13878, 20941, 2440, 12131, 12630, 13759, 12710, 11219, 6740, 11639, 17061, 5419, 5419, 13530, 15086, 15292, 3094, 11436, 14992, 14992, 3548, 9177, 10558, 12776, 2302, 9235, 15366, 16297, 4385, 11339, 11846, 14237, 14237, 14237, 11476, 5832, 12235, 13977
1966, 5808, 18097, 16732, 4509, 13670, 22174, 4602, 16209, 16294, 3624, 10367, 12739, 14188, 16084, 3515, 4861, 13891, 17815, 3385, 11163, 15261, 2844, 8326, 8326, 10389, 17778, 4169, 16205, 2051, 4255, 4759, 17522, 2981, 12919, 13756, 13756, 11457, 10581, 7432, 12359, 16772, 4016, 5253, 5253, 14860, 15224, 2878, 4419, 12100, 7455, 10947, 10947, 11517, 11228, 11887, 4796, 5642, 5642, 11015, 14676, 15713, 13888, 3100, 3926, 12095, 12095, 14904, 16539, 16325, 6337, 6337, 12425, 15218
1767, 4077, 19861, 22565, 11255, 12605, 15689, 16719, 16315, 7443, 10205, 18872, 3004, 17115, 17573, 3245, 10103, 11369, 12585, 14991, 14991, 15347, 15113, 15113, 8349, 14908, 17420, 3618, 10750, 11921, 13586, 15898, 15191, 14252, 11383, 5285, 11175, 16326, 18075, 2906, 14868, 15739, 15739
2101, 2943, 14931, 19567, 13019, 13707, 15659, 1847, 13931, 11712, 14630, 2778, 11142, 1752, 9058, 14454, 8481, 9489, 16356, 1901, 13468, 5419, 5419, 12587, 2579, 8202, 8494, 8494, 4928, 4307, 9665, 11437, 4472, 4472, 10945, 12655, 2776, 7582, 10647, 10041, 10041, 11963, 10225, 11988, 20333, 2882, 8836, 13058, 14225, 4452, 10742, 11416, 13216, 14866, 3024, 11514, 14269
4199, 4799, 9683, 17055, 3207, 8449, 10568, 10568, 7449, 7449, 11034, 17214, 20467, 4386, 4518, 8116, 13208, 13208, 8607, 10258, 7734, 11016, 12376, 14172, 14106, 11927, 8671, 7070, 11551, 16384, 2954, 7319, 7649, 12520, 13551, 14500, 13097, 9918, 5882, 10834, 15038, 15780, 4759, 4855, 10931, 11872, 2917, 5897, 23226, 12533, 12936, 13596, 14351, 13880, 13031, 6601, 10329, 6864, 6890, 6890, 5395, 17291, 6729, 7285, 7285, 9770, 11777, 12927, 4002, 11763, 18353, 13340, 14855, 9842, 12564, 14243, 15519, 1872, 3714, 19240, 22318, 2897, 16509, 16509, 9991, 13207, 20933, 3237, 16889, 12646, 14437, 12523, 13334, 13334, 13334, 7618, 11609, 21953, 10018, 14013, 14069, 14827, 11549, 6164, 7379, 9063, 14861, 14861, 9815, 9815, 3865, 14716, 6476, 20203, 10983, 12569, 3955, 11605, 19261, 5349, 15712, 16494, 13458, 15306, 15498, 19694, 9603, 13174, 13507, 15438, 3752, 10050, 13990, 5012, 17502, 17588, 
