Throughput, High Missed, Low Missed, Acceptance Rate, Max Memory
58, 0, 11.3208, 14.6409, 6.86127
69, 0.416667, 9.34579, 29.6399, 6.78314
66, 2.08333, 19.4444, 25, 6.80463
