Low Priority WRET
22297, 25736, 18473, 25541, 13992, 27134, 17670, 19761, 23752, 12120, 15130, 11468, 16117, 25491, 13486, 26590, 11935, 17286, 12432, 21687, 17571, 19907, 12818, 15334, 16935, 15436, 17799, 15158, 28117, 9981, 26180, 28579, 12785, 24186, 19054, 34161, 
