Low Priority Execution Time
6920, 15252, 15273, 13229, 14553, 15599, 13826, 12570, 13285, 13415, 13533, 15272, 14254, 14250, 16023, 14642, 11693, 14970, 16035, 14880, 15984, 12515, 12855, 13899, 13462, 13269, 13718, 13472, 12558, 14018, 14368, 15317, 13083, 9845, 14587, 10453, 14652, 15873, 16453, 13774, 13863, 12642
14903, 10573
11896, 15758, 14091, 14616, 
