Low Priority WRET
6920, 15252, 17253, 13229, 14553, 15599, 16146, 12570, 13679, 13415, 14801, 15272, 16836, 14250, 16920, 14642, 15183, 17034, 17703, 14880, 16783, 16236, 13280, 14120, 15088, 15360, 15681, 15810, 12558, 14444, 14368, 15317, 15998, 9845, 14716, 10453, 14975, 16631, 17622, 13774, 13863, 12642
14903, 10573
11896, 16372, 14091, 14616, 
