Low Priority WRET
14573, 15809, 16884, 14025, 14616, 14804, 14875, 14751, 14757, 15098, 15764, 15831, 15350, 15346, 15440, 15689, 15930, 15986, 15449, 15582, 15750, 15847, 15573, 14991, 15014, 15582, 15584, 15584, 14934, 15165, 14981, 15328, 15979, 16067, 15815, 15831, 15519
15250, 18062, 18097, 16510, 14793, 15685, 15785, 15526, 15362, 15739, 15698, 16041, 15620, 15673, 15700, 15686, 15657, 15506, 15936, 15879, 15986, 15705, 15901, 15698, 15653, 15775, 15904, 15930, 15929, 15714, 15302, 15090, 15280, 15268, 15438, 15141, 15571, 15727, 16236, 16158, 16234, 15801, 15427
12881, 14498, 15096, 15293, 14574, 13738, 13953, 14490, 14142, 14622, 14944, 15149, 14980, 14611, 14813, 14559, 14707, 15150, 14723, 14747, 15247, 15299, 15477, 15198, 15425, 15205, 15239, 15061, 15203, 15226, 15082, 13854, 14323, 14593, 14949, 15051, 14218, 14202, 14349
