Low Priority WRET
14145, 15132, 8641, 11845, 11719, 11657, 12127, 12257, 11752, 11620, 11993, 11765, 11932, 12085, 12043, 11859, 12167, 12055, 12115, 11984, 12052, 12068, 12019, 11990, 11936, 12054, 12018, 12143, 12025, 12174, 12242, 11708, 11572, 11724, 11808
8012, 12675, 13712, 13456, 14221, 12850, 13078, 12204, 12212, 12648, 13099, 12827, 13136, 11927, 12847, 12940, 13497, 12805, 12831, 12287, 12797, 12963, 12947, 13496, 8259, 8637, 8313, 8357, 8280, 12791, 13116, 12918, 13209, 11940, 11079, 13071, 13964, 13447, 12977, 12946, 13591, 13308, 12716, 
