Low Priority Execution Time
4618, 15941, 8182, 11547, 11199, 24369, 10788, 16223, 28035, 10762, 22273, 10564, 11547, 11124, 17314, 24407, 15968, 14153, 32084, 16957, 27580, 14082, 4560
6461, 6834, 55199, 
