Low Priority WRET
10958, 11540, 21327, 21897, 21897, 16797, 11872, 16265, 18092, 17951, 17332, 16573, 19534, 19979, 19216, 18154, 14752, 15892, 17085, 17503, 17459, 15865, 17341, 18625, 19194, 20398, 19175, 15105, 15256, 16318, 17284, 18858, 18544, 19058, 18339, 18023, 18220, 18495, 19091, 19136, 18678, 16485, 14268, 17526, 18535, 18597, 18996, 18762
15376, 21144, 16651, 16651, 16652, 17009, 18545, 18552, 16833, 14157, 12418, 14042, 14654, 14587, 14592, 13877, 17747, 19846, 19587, 19674, 17774, 15112, 16006, 18210, 20314, 20191, 19616, 18946, 18681, 19798, 19845, 19247, 20098, 19414, 15156, 16762, 17881, 18741, 18075, 18937
15775, 18902, 12828, 18947, 20467, 15598, 18773, 20400, 20762, 18568, 17977, 18845, 20285, 21192, 20984, 21015, 20384, 20426, 20948, 21474, 21333, 21554, 20977, 19706, 15455, 17307, 18845, 20362, 20287, 20433, 19741
8669, 12408, 18061, 20195, 9661, 17770, 19006, 19006, 16383, 15555, 18503, 19211, 18864, 16645, 12344, 15443, 15551, 12605, 11512, 12113, 13290, 13833, 10156, 10973, 15880, 18253, 15069, 10578, 18793, 19863, 10636, 15616, 17926, 18681, 18522, 16346, 16838, 13757, 14469, 17450, 18280, 18280, 15223, 17830, 19761, 20195, 19925, 20603, 20565, 20669, 21416, 22655, 22381, 22017, 14822, 15921, 18140, 15874, 20606, 22725, 18334, 20431, 21266, 18892, 21753, 24099, 19635, 22362, 23080, 20335, 15353, 19933, 10808, 15712, 20205, 13668, 17350, 16928, 17619, 19930, 17947, 18916, 18104, 17947, 19717, 21262, 11377, 14823, 21207, 9265, 10813, 17507, 19682, 18167, 15818, 19378, 20880, 20111, 17788, 12108, 12506, 13316, 13066, 13102, 12440, 14043, 17167, 18992, 13280, 15440, 16518, 18801, 17993, 17732, 16075, 16682, 16567, 16779, 17521, 17733, 17647, 15379, 14161, 16743, 17574, 17549, 16967, 16200
16757, 19344, 22737, 18870, 21390, 16189, 19746, 20813, 15566, 17021, 17426, 17246, 15361, 16001, 16550, 18471, 12602, 15116, 15816, 17090, 17701, 15372, 16470, 17021, 17338, 17696, 15031, 21409, 22804, 23148, 20651, 20422
8975, 9313, 21550, 22815, 20595, 21980, 14208, 17404, 18353, 17930, 18048, 17576, 18961, 18894, 19650, 19986, 19682, 18366, 18961, 19845, 19889, 19569, 19696, 18901, 18863, 18749, 19659, 19889, 20407, 20513, 19623, 18329, 18674, 18505, 18518, 18714
