High Priority Execution Time
14179, 15618, 23909, 18130, 16486, 16168, 16192, 18484, 16469, 16671, 16655, 20088, 18269, 17434, 17394, 17178, 19182, 16867, 16856, 17353, 19203, 16755, 17025, 16767, 19101, 17068, 17358, 17702, 19849, 17933, 18125, 17860, 18926, 17313, 17209, 17278, 19452, 17757, 18273, 17442, 19630, 17867, 18292, 17928, 18536, 19985, 17951, 17079
16033, 16262, 17911, 14875, 14691, 14577, 16927, 14918, 14670, 14794, 15134, 15709, 14868, 15019, 15029, 15855, 15220, 14826, 14806, 16086, 15106, 14871, 14895, 16056, 14948, 14967, 15131, 16898, 15477, 15272, 14893, 16498, 15097, 14951, 14796, 16775, 15975, 15675, 15607, 17266, 16924, 15693, 15680, 15552, 17192, 16641, 15648, 15095
17677, 21296, 22641, 21389, 21375, 21477, 23537, 21579, 20987, 19258, 23647, 21805, 21782, 21010, 21430, 22685, 21431, 21260, 18772, 23138, 21661, 19146, 19154, 22683, 21176, 21609, 21812, 23327, 22103, 21590, 20988, 22901, 21628, 19183, 19128, 23296, 21857, 21428, 21865, 22943, 22081, 21752, 21613, 21808, 23538, 21056, 20890, 17915
13421, 14584, 16084, 12430, 13974, 13445, 14982, 13811, 13956, 13440, 15333, 13990, 14013, 12507, 14102, 12804, 13900, 13546, 13516, 14284, 13772, 12345, 13664, 14524, 13797, 13730, 14118, 14589, 14282, 15059, 14024, 14569, 14372, 13696, 12448, 14585, 14557, 12560, 13953, 14765, 14393, 13885, 14136, 13907, 14935, 13756, 13635, 12400
16034, 22459, 19721, 16246, 15690, 15327, 24204, 16586, 16046, 16076, 22846, 17621, 16266, 16484, 16360, 25765, 16330, 16161, 16244, 24963, 16774, 16206, 16252, 24824, 16174, 16432, 17121, 27316, 17247, 17158, 16498, 22668, 16872, 16524, 16377, 20430, 18422, 17772, 17440, 24367, 17902, 17938, 17750, 17851, 24645, 17523, 17149, 16626
